,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_workin_gyears,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
840,53,False,,1084.0,,13,2,,250.0,4,F,,4,2, mAnufACTuRInG dIReCtoR ,1,divorced,,26250,1,True,False,0.11,3.0,3,,2,5.0,3,3.0,4,2.0,1,3,,1970,1000000000.0,nan,False
841,35,False,frequently,,,24,3,Medical,269.0,2,F,37,3,2, laborAToRy teCHnIcIAn ,2,Single,4425.0,15986,5,,,0.11,3.0,4,,0,,5,3.0,6,,1,2,4425.0,1988,1000000000.0,nan,True
842,27,False,frequently,472.0,,1,1,,,3,M,60,2,2, manuFactuRinG DIrECtor ,1,Married,,9679,5,,,0.19,3.0,3,,1,,1,3.0,2,,2,0,,1996,1000000000.0,nan,False
843,40,False,,905.0,,38,2,,,3,M,99,3,2, lAborAToRY tEChnIciAN ,4,Married,,16523,8,,,0.15,3.0,3,,1,,2,4.0,7,,3,7,,1983,1000000000.0,nan,
844,22,False,,1136.0,,22,3,Life Sciences,,22,M,60,4,1, researCH SCientist ,2,,2328.0,12392,1,,,0.16,3.0,1,,1,4.0,2,2.0,4,,2,2,2328.0,2001,1000000000.0,nan,False
845,40,False,,1151.0,,10,5,Life Sciences,287.0,4,M,63,2,2, hEaltHcare rEpREseNTatiVE ,4,,,14242,9,True,False,0.14,3.0,4,80.0,1,5.0,5,1.0,3,,0,2,,1983,1000000000.0,nan,True
846,46,False,,644.0,,1,4,,288.0,4,M,,3,3, HealThcARe repReSeNTAtivE ,1,,,12368,7,,False,0.16,3.0,3,80.0,1,17.0,3,3.0,4,,0,3,,1977,1000000000.0,nan,True
847,30,True,,1005.0,,3,3,Technical Degree,297.0,4,F,88,3,1, ReSeArcH ScIenTIsT ,1,,2657.0,8556,5,,True,0.11,3.0,3,,0,8.0,5,3.0,5,,0,4,2657.0,1993,1000000000.0,nan,
848,29,True,,992.0,,1,3,,,3,M,85,3,1, ResEARCh SCIENtIsT ,3,Single,,19757,0,,,0.14,3.0,4,,0,,1,2.0,6,,1,5,,1994,1000000000.0,nan,False
849,54,False,,1147.0,,3,3,,303.0,4,F,52,3,2, SALEs eXecuTivE ,1,Married,5940.0,17011,2,,,0.14,3.0,4,,1,16.0,4,3.0,6,,0,5,5940.0,1969,1000000000.0,nan,False
850,33,False,rarely,147.0, Research & Development ,4,4,,305.0,3,F,47,2,1, rESeArCH sCIeNtISt ,2,Married,2622.0,13248,6,True,,0.21,4.0,4,,0,,3,3.0,3,,1,1,2622.0,1990,1000000000.0,Research & Development,True
851,52,False,rarely,1323.0,,2,3,,316.0,3,F,89,2,1, LabOraTory teChnICiAN ,4,Single,3212.0,3300,7,,,0.15,3.0,2,,0,,3,2.0,2,,2,2,3212.0,1971,1000000000.0,nan,
852,59,False,rarely,818.0, Human Resources ,6,2,Medical,,2,M,,3,1, humAN resoURCEs ,3,Married,,25657,8,True,,0.17,3.0,4,,0,,2,2.0,2,,2,2,,1964,1000000000.0,Human Resources,False
853,32,True,,515.0,,1,3,,,4,M,62,2,1, lABorATORy tEChnIcian ,3,Single,,9571,0,,,0.14,3.0,4,,0,4.0,2,1.0,3,,1,2,,1991,1000000000.0,nan,
854,39,False,,1431.0,,24,4,Medical,332.0,24,F,96,3,1, LaBoRaTOrY teChNICiaN ,3,Divorced,,15417,7,,False,0.14,3.0,3,80.0,3,7.0,1,3.0,3,,1,2,,1984,1000000000.0,nan,False
855,32,False,no,976.0,,26,4,Marketing,,3,M,100,3,2, sALEs execUTiVE ,4,,,12069,0,,False,0.18,3.0,1,80.0,0,4.0,2,3.0,3,,2,2,,1991,1000000000.0,nan,
856,31,False,,1327.0,,3,4,Medical,337.0,2,M,73,3,3, REsearCH DirECtOR ,3,Divorced,,13523,9,,False,0.12,3.0,1,,1,,3,3.0,2,,2,2,,1992,1000000000.0,nan,
857,33,False,rarely,832.0,,5,4,Life Sciences,338.0,3,F,63,2,1, ResEaRch sciEnTIsT ,4,Married,2911.0,14776,1,,,0.13,3.0,3,,1,2.0,2,2.0,2,,0,2,2911.0,1990,1000000000.0,nan,True
858,45,False,,1199.0,,23,4,Life Sciences,341.0,1,M,77,4,2, mANuFActUrIng DireCTor ,3,,,5118,4,,,0.17,3.0,4,,1,9.0,1,3.0,3,,0,2,,1978,1000000000.0,nan,True
859,42,False,,916.0, Research & Development ,17,2,,347.0,4,F,82,4,2, REseARCh scieNTIsT ,1,Single,,23016,3,,True,0.13,3.0,3,,0,,1,3.0,3,,0,2,,1981,1000000000.0,Research & Development,
860,29,False,,1247.0,,19,2,Marketing,349.0,4,M,45,3,2, sAleS ExeCUtIVe ,4,Divorced,6931.0,10732,2,,False,0.14,3.0,4,,1,,2,3.0,3,,0,2,6931.0,1994,1000000000.0,nan,False
861,25,False,rarely,685.0,,1,3,,350.0,1,F,62,3,2, mAnUFacTuriNg dIRECTOR ,3,Married,,7505,0,True,False,0.12,3.0,4,,2,5.0,3,3.0,4,,1,2,,1998,1000000000.0,nan,False
862,32,False,,128.0,,2,1,,362.0,4,M,84,2,2, lABoratorY TEChniciAN ,1,,2176.0,19737,4,,False,0.13,3.0,4,80.0,0,9.0,5,3.0,6,,0,4,2176.0,1991,1000000000.0,nan,False
863,28,False,rarely,1158.0,,9,3,,,4,M,94,3,1, rEsEarch ScIENTiSt ,4,Married,,2613,1,,False,0.23,4.0,4,,1,,3,,5,,0,4,,1995,1000000000.0,nan,True
864,21,False,rarely,996.0,,3,2,,379.0,4,M,100,2,1, reseArcH sciENTIst ,3,Single,3230.0,10531,1,True,False,0.17,3.0,1,80.0,0,,4,4.0,3,,1,0,3230.0,2002,1000000000.0,nan,False
865,37,False,no,728.0,,1,4,Medical,380.0,1,F,80,3,3, RESEarCh DireCTor ,4,divorced,,11677,2,True,True,0.18,3.0,1,,2,,2,3.0,5,,0,2,,1986,1000000000.0,nan,False
866,38,False,rarely,688.0,,23,4,Life Sciences,393.0,4,M,82,3,2, HEaltHcARe REprEsEnTaTIVE ,4,,,18899,9,,,0.14,3.0,2,80.0,1,,2,3.0,2,,1,2,,1985,1000000000.0,nan,False
867,26,True,rarely,1449.0,,16,4,Medical,394.0,1,M,45,3,1, lABOratOry teCHNiCIan ,2,Divorced,,14180,2,,True,0.13,3.0,4,80.0,1,,2,3.0,3,,0,2,,1997,1000000000.0,nan,False
868,49,False,,636.0,,10,4,Life Sciences,396.0,3,F,,3,5, ReSEaRCh DIrECTOr ,1,Single,18665.0,25594,9,True,True,0.11,3.0,4,,0,,4,3.0,3,,1,2,18665.0,1974,1000000000.0,nan,
869,31,False,frequently,444.0, Sales ,5,3,,,4,F,84,3,1, SaLeS REPRESENtATIvE ,2,Divorced,2789.0,3909,1,,,0.11,3.0,3,,1,2.0,5,2.0,2,,2,2,2789.0,1992,1000000000.0,Sales,
870,37,False,frequently,889.0,,9,3,Medical,403.0,2,M,53,3,1, REseARch sCIENtIst ,4,Married,,11411,1,True,,0.12,3.0,3,80.0,3,,3,2.0,4,,1,2,,1986,1000000000.0,nan,False
871,31,False,rarely,691.0, Research & Development ,11,4,,423.0,11,M,86,3,1, ResEArch SciEntiST ,4,Marreid,,10077,0,,,0.12,3.0,3,,1,,4,3.0,5,,0,3,,1992,1000000000.0,Research & Development,True
872,31,False,rarely,106.0,,2,3,Human Resources,424.0,1,M,62,2,2, hUmAN rESOuRCEs ,1,,6410.0,17822,3,True,False,0.12,3.0,4,,0,,1,3.0,2,,1,0,6410.0,1992,1000000000.0,nan,False
873,31,False,,, Research & Development ,2,4,,,3,M,32,3,1, ReSEaRCh SCIEnTist ,4,,,7747,0,True,,0.18,3.0,2,,1,3.0,2,1.0,2,,2,2,,1992,1000000000.0,Research & Development,
874,52,True,,723.0,,17,4,Medical,433.0,17,M,85,2,2, reSeARcH SCienTist ,2,,4941.0,17747,2,,False,0.15,,1,80.0,0,11.0,3,2.0,8,,7,7,4941.0,1971,1000000000.0,nan,False
875,28,True,,1157.0,,2,4,Medical,440.0,1,M,84,1,1, rESEARCH scieNTiST ,4,Married,,24737,5,True,True,0.13,3.0,4,,0,,4,2.0,3,,2,2,,1995,1000000000.0,nan,
876,47,False,rarely,1482.0,,5,5,,447.0,4,M,42,3,5, rEsEArcH dirECtoR ,3,Married,,16375,4,True,,0.11,3.0,2,80.0,1,21.0,2,3.0,3,,1,1,,1976,1000000000.0,nan,False
877,29,False,,738.0,,9,5,Other,455.0,2,M,30,2,1, lAborATorY TecHNIciAN ,4,,3983.0,7621,0,,False,0.17,3.0,3,80.0,0,4.0,2,,3,,2,2,3983.0,1994,1000000000.0,nan,
878,37,False,,1192.0,,5,2,Medical,460.0,4,M,61,3,2, ManUFaCTURing dIRectOR ,4,,6347.0,23177,7,True,False,0.16,3.0,3,,2,8.0,2,2.0,6,,0,4,6347.0,1986,1000000000.0,nan,True
879,23,False,,1309.0,,26,1,,465.0,3,M,83,3,1, REsEaRch scIeNtIsT ,4,,2904.0,16092,1,True,,0.12,3.0,3,,2,,2,2.0,4,,0,2,2904.0,2000,1000000000.0,nan,False
880,42,False,rarely,544.0, Human Resources ,2,1,,470.0,3,M,52,3,1, hUmAn REsOurCES ,3,Divorced,2696.0,24017,0,True,True,0.11,3.0,3,,1,4.0,5,3.0,3,,1,0,2696.0,1981,1000000000.0,Human Resources,False
881,30,False,,641.0, Sales ,25,2,,475.0,4,F,85,3,2, sALeS EXecuTIVe ,3,,,6069,7,,,0.12,3.0,2,,1,4.0,2,4.0,2,,2,2,,1993,1000000000.0,Sales,False
882,21,True,,756.0,,31,1,,478.0,1,F,99,2,1, sALEs rEPrESENtaTIVE ,2,Single,2174.0,9150,1,,,0.11,3.0,3,,0,3.0,3,3.0,3,,1,2,2174.0,2002,1000000000.0,nan,True
883,57,False,rarely,593.0,,1,4,Medical,482.0,4,M,88,3,2, heaLtHcare REpRESEntAtIvE ,3,,6755.0,2967,2,,False,0.11,3.0,3,,0,,2,3.0,3,,1,2,6755.0,1966,1000000000.0,nan,True
884,21,False,,895.0,,9,2,,,1,M,39,3,1, sALes rePrESenTaTiVe ,4,Single,,2851,1,,,0.24,4.0,3,,0,3.0,3,2.0,3,2.0,2,2,,2002,1000000000.0,nan,True
885,31,False,rarely,408.0,,9,4,Life Sciences,,3,M,42,2,1, resEaRCH SCieNtiSt ,2,,2657.0,7551,0,True,,0.16,3.0,4,,0,3.0,5,3.0,2,,2,2,2657.0,1992,1000000000.0,nan,
886,29,False,,1283.0, Research & Development ,17,3,,495.0,17,M,54,3,1, ReseArCh SciENTIsT ,4,,,18168,9,,False,0.16,,4,,0,6.0,4,3.0,3,,1,2,,1994,1000000000.0,Research & Development,False
887,27,False,rarely,1469.0,,1,2,,,4,M,82,3,1, LaBoRatORY TECHNiCian ,2,,,17881,1,,False,0.11,3.0,2,80.0,1,5.0,2,3.0,5,,0,4,,1996,1000000000.0,nan,True
888,49,False,rarely,1261.0,,7,3,Other,,2,M,31,2,3, hEalTHcare ReprEseNtAtIve ,3,Single,10965.0,12066,8,True,False,0.24,4.0,3,,0,,2,3.0,5,,0,0,10965.0,1974,1000000000.0,nan,True
889,36,False,rarely,329.0,,2,3,,501.0,4,F,96,3,1, rESeaRCh ScIentISt ,3,Married,2543.0,11868,4,,False,0.13,3.0,2,,1,,3,3.0,2,,2,2,2543.0,1987,1000000000.0,nan,True
890,34,True,no,1362.0,,19,3,Marketing,502.0,1,M,67,4,2, sAleS EXeCUtiVe ,4,,5304.0,4652,8,,True,0.13,3.0,2,,0,,3,2.0,5,,0,4,5304.0,1989,1000000000.0,nan,True
891,24,False,,1371.0,,10,4,Marketing,507.0,4,F,77,3,2, SALES exeCuTIve ,3,Divorced,,5915,1,,True,0.12,3.0,4,,1,,2,4.0,5,,0,3,,1999,1000000000.0,nan,
892,42,False,,201.0,,1,4,,517.0,2,F,,3,1, lABOrAToRY TECHnIciAN ,1,,,20490,3,True,False,0.16,3.0,2,80.0,1,8.0,5,3.0,5,,1,2,,1981,1000000000.0,nan,True
893,54,False,,821.0,,5,2,Medical,522.0,1,M,86,3,5, REsEarCh DirECtOr ,1,Married,19406.0,8509,4,True,,0.11,3.0,3,80.0,1,24.0,4,2.0,4,,1,2,19406.0,1969,1000000000.0,nan,False
894,34,False,,1381.0,,4,4,,523.0,3,F,72,3,2, SaLes exEcUtiVE ,3,Married,6538.0,12740,9,True,False,0.15,3.0,1,,1,,3,3.0,3,,1,2,6538.0,1989,1000000000.0,nan,True
895,43,False,,313.0,,21,3,,525.0,4,M,61,3,1, LABORATOry TecHNIciAN ,4,,2258.0,15238,7,True,,0.2,4.0,1,80.0,1,,1,3.0,3,,1,2,2258.0,1980,1000000000.0,nan,
896,43,False,rarely,1473.0,,8,4,Other,526.0,3,F,74,3,2, hEAlTHCaRe ReprESEnTaTive ,3,,,2227,4,,True,0.14,3.0,4,,0,,3,3.0,5,,0,2,,1980,1000000000.0,nan,True
897,31,False,rarely,329.0,,1,2,,530.0,4,M,98,2,1, LABOrAtORY teChNicIaN ,1,Married,2218.0,16193,1,True,False,0.12,3.0,3,80.0,1,4.0,3,,4,,3,2,2218.0,1992,1000000000.0,nan,False
898,25,True,rarely,688.0,,3,3,Medical,,1,M,91,3,1, LaBoRATorY tEChniCIAN ,1,Married,,9396,5,True,False,0.13,3.0,3,80.0,1,6.0,5,,2,,0,2,,1998,1000000000.0,nan,True
899,45,False,,192.0,,10,2,Life Sciences,544.0,1,M,69,3,1, reseARch scIEnTIst ,4,Married,2654.0,9655,3,,False,0.21,,4,,2,8.0,3,2.0,2,,0,2,2654.0,1978,1000000000.0,nan,True
900,52,False,rarely,1490.0,,4,2,Life Sciences,,4,F,,3,4, MAnAGeR ,4,Married,,10310,2,True,False,0.13,3.0,4,,0,31.0,2,1.0,5,,1,4,,1971,1000000000.0,nan,False
901,34,True,frequently,296.0,,6,2,,555.0,4,F,33,1,1, saLES REPrEsentATivE ,3,,,12253,0,,False,0.16,3.0,4,,1,3.0,3,2.0,2,,1,0,,1989,1000000000.0,nan,
902,26,False,rarely,1349.0,,23,3,Life Sciences,,1,F,90,3,1, REseARcH sCiENTist ,4,Divorced,,3032,1,,False,0.22,4.0,2,,2,,3,1.0,3,,0,2,,1997,1000000000.0,nan,True
903,29,False,,986.0,,3,4,,564.0,2,M,93,2,3, rEseArch DiRECTOr ,3,,11935.0,21526,1,,False,0.18,3.0,3,,0,,2,3.0,10,,0,7,11935.0,1994,1000000000.0,nan,True
904,29,True,,408.0,,25,5,Technical Degree,,3,F,71,2,1, rEseARcH sCIENTIST ,2,Married,2546.0,18300,5,True,False,0.16,3.0,2,,0,6.0,2,4.0,2,,1,1,2546.0,1994,1000000000.0,nan,False
905,46,False,,1009.0,,2,3,Life Sciences,,1,M,51,3,4, RESEaRCh dIreCtOr ,3,Married,17861.0,2288,6,True,False,0.13,3.0,3,80.0,0,,2,1.0,3,,0,1,17861.0,1977,1000000000.0,nan,False
906,46,False,,1125.0,,10,3,Marketing,580.0,3,F,94,2,3, Sales EXeCutIvE ,4,,,11563,2,True,,0.19,3.0,3,80.0,1,15.0,3,3.0,3,,1,2,,1977,1000000000.0,nan,False
907,30,False,rarely,413.0, Sales ,7,1,Marketing,585.0,4,M,57,3,1, sALes rEprESentAtIvE ,2,Single,,18398,0,True,,0.14,3.0,1,80.0,0,,3,3.0,3,,1,2,,1993,1000000000.0,Sales,
908,34,True,frequently,988.0, Human Resources ,23,3,,,2,F,43,3,3, humaN reSOUrcEs ,1,Divorced,,11533,9,,True,0.15,3.0,3,,3,,2,3.0,3,,0,2,,1989,1000000000.0,Human Resources,False
909,42,False,,1474.0,,5,2,Other,591.0,2,M,97,3,1, lAbOratOrY teCHnICiaN ,3,Married,,9260,4,,False,0.17,3.0,4,,1,,4,,2,,2,0,,1981,1000000000.0,nan,True
910,22,True,,1368.0, Research & Development ,25,1,Technical Degree,593.0,3,M,99,2,1, lAboRatOrY TechNiCiAn ,3,Single,3894.0,9129,5,True,False,0.16,3.0,3,,0,4.0,3,3.0,2,,1,2,3894.0,2001,1000000000.0,Research & Development,True
911,29,False,rarely,232.0,,19,3,Technical Degree,611.0,4,M,34,3,2, MAnUfACturINg DIrecTOR ,4,Divorced,4262.0,22645,4,True,False,0.12,3.0,2,,2,8.0,2,4.0,3,2.0,1,2,4262.0,1994,1000000000.0,nan,True
912,46,False,frequently,1034.0, Research & Development ,18,1,Medical,624.0,1,F,86,3,3, HeAlthcaRE rEPrEseNTaTIVE ,3,Married,10527.0,8984,5,,False,0.11,3.0,4,,0,,3,2.0,2,,1,2,10527.0,1977,1000000000.0,Research & Development,True
913,32,True,,1474.0, Sales ,11,4,Other,631.0,4,M,,4,2, sALeS eXecuTIvE ,3,,,23914,8,,,0.12,3.0,4,80.0,0,,2,3.0,4,,1,2,,1991,1000000000.0,Sales,True
914,24,False,,,,24,3,Medical,632.0,4,M,38,3,1, SALes REpResENTaTIVE ,4,,2400.0,5530,0,,False,0.13,3.0,3,,2,3.0,3,3.0,2,,2,1,2400.0,1999,1000000000.0,nan,False
915,35,False,rarely,538.0,,25,2,,652.0,1,M,54,2,2, LabOrAtOrY TechNIcIaN ,4,Single,3681.0,14004,4,True,False,0.14,3.0,4,,0,,3,3.0,3,,0,2,3681.0,1988,1000000000.0,nan,False
916,42,False,,622.0,,2,4,Life Sciences,659.0,3,F,81,3,2, healTHCaRe rePreSenTAtiVE ,4,Married,,5718,1,True,False,0.13,3.0,2,,2,10.0,4,3.0,10,,2,2,,1981,1000000000.0,nan,True
917,48,False,rarely,1236.0,,1,4,,664.0,4,F,40,2,4, ManageR ,1,Married,,17997,7,,False,0.11,3.0,1,,1,21.0,3,1.0,3,,0,2,,1975,1000000000.0,nan,True
918,44,False,rarely,1112.0,,1,4,,665.0,1,F,50,2,2, hUMaN rESOuRCeS ,3,,,26894,4,,False,0.11,,2,,0,10.0,1,4.0,2,2.0,0,2,,1979,1000000000.0,nan,
919,34,False,,204.0, Sales ,14,3,,666.0,3,F,31,3,1, SALeS RepREsEnTatiVe ,3,,,2912,1,,True,0.18,3.0,4,,2,8.0,3,3.0,8,,0,6,,1989,1000000000.0,Sales,
920,21,False,,1343.0,,22,1,Technical Degree,,3,M,49,3,1, SalES RePrESenTAtiVe ,3,,3447.0,24444,1,,,0.11,,3,,0,,2,3.0,3,,1,2,3447.0,2002,1000000000.0,nan,
921,44,False,rarely,1315.0,,3,4,,671.0,4,M,35,3,5, MaNaGeR ,4,,19513.0,9358,4,True,,0.12,3.0,1,,1,26.0,2,4.0,2,,0,1,19513.0,1979,1000000000.0,nan,True
922,22,False,rarely,,,6,1,Medical,675.0,1,M,69,3,1, rEsEArcH scIeNTiSt ,3,Married,,12145,0,True,,0.2,4.0,4,80.0,0,,3,3.0,2,,2,2,,2001,1000000000.0,nan,
923,26,False,rarely,991.0,,6,3,,686.0,3,F,71,3,1, LABOraTOry TECHNiCIAn ,4,,2659.0,17759,1,True,True,0.13,,3,,1,,2,3.0,3,,0,2,2659.0,1997,1000000000.0,nan,False
924,36,False,,913.0,,9,2,Medical,699.0,2,M,48,2,2, mAnuFACturiNG dIreCtoR ,2,,8847.0,13934,2,True,True,0.11,3.0,3,,1,13.0,2,3.0,3,,0,2,8847.0,1987,1000000000.0,nan,True
925,27,False,,1115.0,,3,4,Medical,,1,M,54,2,1, researCh ScIeNtIsT ,4,Single,2045.0,15174,0,True,,0.13,3.0,4,,0,5.0,0,3.0,4,,1,1,2045.0,1996,1000000000.0,nan,
926,23,False,rarely,885.0,,4,3,,705.0,1,M,58,4,1, reSearCH sCIEnTIst ,1,,,8544,2,,,0.16,3.0,1,,1,5.0,3,4.0,3,,0,2,,2000,1000000000.0,nan,False
927,25,False,,810.0,,8,3,Life Sciences,707.0,4,M,57,4,2, SaLeS eXeCuTIve ,2,,4851.0,15678,0,,False,0.22,4.0,3,,1,4.0,4,3.0,3,,1,2,4851.0,1998,1000000000.0,nan,False
928,48,False,,817.0,,14,1,,712.0,14,M,56,4,2, sAles EXEcuTIVE ,2,Marreid,8120.0,18597,3,True,,0.12,3.0,4,,0,,3,3.0,2,,2,2,8120.0,1975,1000000000.0,nan,True
929,24,True,rarely,693.0,,3,2,Life Sciences,,1,F,65,3,2, SALes EXECUTivE ,3,Single,4577.0,24785,9,,False,0.14,3.0,1,,0,,3,3.0,2,,2,0,4577.0,1999,1000000000.0,nan,True
930,60,False,rarely,1179.0,,16,4,,732.0,1,M,84,3,2, SaLES EXecutIvE ,1,Single,5405.0,11924,8,True,False,0.14,3.0,4,80.0,0,10.0,1,3.0,2,,2,2,5405.0,1963,1000000000.0,nan,False
931,50,False,,316.0,,8,4,Marketing,738.0,4,M,54,3,1, SALES rEPrESENtaTIVE ,2,Married,,9983,7,,False,0.15,3.0,4,,1,4.0,2,3.0,2,,2,2,,1973,1000000000.0,nan,
932,44,False,no,381.0,,24,3,,744.0,1,M,49,1,1, lAboRATOrY tEChNiCiaN ,3,Single,3708.0,2104,2,,,0.14,3.0,3,,0,9.0,5,3.0,5,,1,4,3708.0,1979,1000000000.0,nan,False
933,47,False,frequently,217.0,,3,3,,746.0,4,F,49,3,4, salES execUTiVe ,3,Divorced,13770.0,10225,9,True,True,0.12,3.0,4,,2,28.0,2,2.0,22,,11,13,13770.0,1976,1000000000.0,nan,True
934,42,True,,933.0,,19,3,,752.0,3,M,57,4,1, resEarcH SCienTiSt ,3,Divorced,,20366,6,,,0.12,3.0,4,,0,,2,3.0,2,,2,2,,1981,1000000000.0,nan,True
935,43,False,frequently,775.0,,15,3,Life Sciences,754.0,4,M,47,2,2, sAleS ExeCUTIVE ,4,Married,,23683,3,True,,0.18,,3,,1,7.0,5,3.0,2,,2,2,,1980,1000000000.0,nan,
936,40,False,,804.0,,2,1,,,4,F,86,2,1, resEarcH sCiENTiST ,4,Single,,22929,0,,,0.2,4.0,4,,0,5.0,2,2.0,4,,2,3,,1983,1000000000.0,nan,False
937,29,False,,1090.0, Sales ,10,3,,,4,M,83,3,1, SaLes rePrESENTaTivE ,2,,2297.0,17967,1,True,False,0.14,3.0,4,80.0,2,,2,3.0,2,,2,2,2297.0,1994,1000000000.0,Sales,False
938,53,False,,346.0,,6,3,,769.0,4,M,86,3,2, laboraToRy tECHniCIaN ,4,Single,2450.0,10919,2,True,,0.17,3.0,4,,0,19.0,4,3.0,2,,2,2,2450.0,1970,1000000000.0,nan,False
939,23,False,rarely,310.0, Research & Development ,12,1,Medical,,1,M,79,4,1, rESEaRch sCientISt ,3,Single,,19630,1,True,,0.18,3.0,4,80.0,0,,3,3.0,2,,0,2,,2000,1000000000.0,Research & Development,False
940,55,True,,725.0,,2,3,Medical,,4,M,78,3,5, mANAgER ,1,,,21199,5,,True,0.13,3.0,4,,1,24.0,2,3.0,5,,1,4,,1968,1000000000.0,nan,False
941,26,False,frequently,575.0,,1,2,Life Sciences,792.0,1,F,71,1,1, lABoRatory teCHNiCiaN ,4,,,5288,3,,False,0.14,3.0,1,80.0,1,,2,3.0,2,,2,0,,1997,1000000000.0,nan,True
942,34,False,rarely,182.0,,1,4,,797.0,2,F,72,4,1, REseARCh SCiEntiST ,4,Single,,13551,2,,False,0.16,3.0,3,80.0,0,,2,3.0,4,,1,3,,1989,1000000000.0,nan,False
943,27,False,,829.0,,8,1,Marketing,800.0,3,M,84,3,2, saLes eXECutIve ,4,Married,4342.0,24008,0,True,,0.19,3.0,2,,1,5.0,3,3.0,4,,1,1,4342.0,1996,1000000000.0,nan,True
944,35,False,rarely,384.0,,8,4,,,1,F,72,3,1, SaLEs repreSentative ,4,,2572.0,20317,1,,False,0.16,3.0,2,,1,3.0,1,2.0,3,,0,2,2572.0,1988,1000000000.0,nan,
945,30,False,rarely,921.0,,18,3,,806.0,4,M,38,1,1, LAbOratory TeChNicIAn ,3,Married,,24375,3,True,False,0.21,,3,,2,7.0,2,3.0,2,,0,2,,1993,1000000000.0,nan,True
946,34,False,,1111.0,,8,2,,,3,F,93,3,2, SAles ExECuTIve ,1,,6500.0,13305,5,True,False,0.17,3.0,2,,1,,1,3.0,3,,1,2,6500.0,1989,1000000000.0,nan,True
947,52,False,rarely,1325.0, Research & Development ,25,4,Life Sciences,813.0,25,F,82,3,2, laBORatoRy TEcHnician ,3,,3149.0,21821,8,True,,0.2,4.0,2,80.0,1,9.0,3,3.0,5,,1,4,3149.0,1971,1000000000.0,Research & Development,True
948,33,True,rarely,118.0,,16,3,Marketing,819.0,1,F,69,3,2, SALeS eXEcuTive ,1,Single,5324.0,26507,5,True,,0.15,3.0,3,,0,,3,3.0,3,,0,2,5324.0,1990,1000000000.0,nan,False
949,35,False,rarely,1258.0, Research & Development ,20,4,,,20,F,40,4,1, ReSeaRch SCIentiST ,3,Single,,13301,3,True,False,0.13,3.0,3,,0,7.0,0,3.0,2,,2,2,,1988,1000000000.0,Research & Development,False
950,28,True,,890.0,,2,4,,,3,M,,3,1, ReSEaRcH SCIeNtIsT ,3,Single,4382.0,16374,6,True,False,0.17,3.0,4,,0,5.0,3,2.0,2,,2,1,4382.0,1995,1000000000.0,nan,True
951,36,False,rarely,1041.0,,13,3,Human Resources,,3,M,36,3,1, humaN ReSOuRCes ,2,Married,,25527,4,True,,0.13,3.0,2,,1,,2,3.0,5,,0,4,,1987,1000000000.0,nan,True
952,34,False,frequently,702.0, Research & Development ,16,4,,838.0,3,F,100,2,1, RESEarch ScieNtIst ,4,Single,2553.0,8306,1,,False,0.16,3.0,3,80.0,0,6.0,3,3.0,5,,1,3,2553.0,1989,1000000000.0,Research & Development,
953,34,False,,829.0,,3,2,,847.0,3,M,,3,1, humAn resourCeS ,4,,,2243,0,,,0.19,3.0,3,,1,4.0,1,1.0,3,,0,2,,1989,1000000000.0,nan,False
954,44,False,rarely,625.0,,4,3,,852.0,4,M,50,3,2, HeALTHcARE RePrESEnTativE ,2,Single,5933.0,5197,9,True,,0.12,3.0,4,80.0,0,10.0,2,2.0,5,,2,3,5933.0,1979,1000000000.0,nan,True
955,32,False,,,,13,4,Life Sciences,859.0,2,M,73,3,2, sAlES eXecUtivE ,4,Divorced,4403.0,9250,2,,,0.11,3.0,3,80.0,1,8.0,3,2.0,5,,0,3,4403.0,1991,1000000000.0,nan,
956,53,False,,661.0,,7,2,,,1,F,78,2,3, sALes ExEcUtiVE ,4,Married,10934.0,20715,7,True,True,0.18,3.0,4,,1,35.0,3,3.0,5,,0,4,10934.0,1970,1000000000.0,nan,False
957,22,False,,,,1,2,Life Sciences,872.0,4,M,,2,2, MANUfactUrING DIRECtOr ,4,,,19146,6,,,0.22,4.0,1,,2,4.0,2,1.0,2,,2,2,,2001,1000000000.0,nan,False
958,44,False,rarely,986.0,,8,4,Life Sciences,874.0,1,M,62,4,1, LAbORaToRY TecHNICiAn ,4,,,5044,2,,True,0.24,4.0,3,,1,10.0,2,2.0,3,,0,2,,1979,1000000000.0,nan,False
959,35,True,frequently,,,25,4,Life Sciences,881.0,4,F,96,3,1, rEseArcH SCiEntist ,2,Divorced,2022.0,16612,1,True,,0.19,3.0,1,,1,10.0,3,2.0,10,,7,8,2022.0,1988,1000000000.0,nan,
960,25,False,,583.0,,4,1,,885.0,3,M,87,2,2, sAleS execUTIVE ,1,,4256.0,18154,1,True,False,0.12,3.0,1,,0,5.0,1,4.0,5,,0,3,4256.0,1998,1000000000.0,nan,False
