,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,date_birth,role_departament,remote_work
796,,,,,8,3,,,2,m,82,4,2,laboratory technician,3,,4404.0,10228,2,False,0.12,,1,0,,3,4.0,4,,1,2,1989,,
797,,rarely,591.0,,2,1,,,1,m,40,3,1,laboratory technician,2,married,,16632,9,False,0.12,,4,1,6.0,3,3.0,2,,2,2,1996,,
798,,,670.0,research & development,26,1,,,1,m,,3,1,research scientist,3,divorced,,15170,1,,0.17,,4,1,5.0,1,2.0,5,,4,3,1992,research & development,
799,,rarely,1346.0,,38,2,,,2,m,93,3,1,laboratory technician,4,divorced,,8758,0,,0.11,,3,1,3.0,2,3.0,2,,1,2,1989,,
800,,rarely,103.0,research & development,24,3,life sciences,,3,m,50,2,1,laboratory technician,3,single,,12947,5,True,0.14,,2,0,6.0,4,3.0,4,,0,3,1995,research & development,
801,,rarely,334.0,,5,2,,,1,m,80,4,1,research scientist,2,divorced,,15053,0,True,0.12,,4,2,7.0,5,2.0,6,,0,5,1991,,
802,,,371.0,research & development,2,3,life sciences,,4,m,45,3,1,research scientist,4,single,3944.0,4306,5,True,0.11,,3,0,6.0,3,3.0,3,,1,2,1985,research & development,
803,,,673.0,,11,2,,,1,f,96,4,2,manufacturing director,3,,,8232,0,False,0.18,,4,1,5.0,5,2.0,4,,1,3,1999,,
804,,,699.0,,6,1,,,2,m,83,3,1,research scientist,1,single,2960.0,17102,2,False,0.11,,3,0,,2,3.0,4,,1,3,1989,,
805,,frequently,,research & development,16,1,,,2,f,72,1,1,research scientist,1,,,4681,1,,0.22,,2,0,,5,3.0,10,,6,7,1991,research & development,
806,,rarely,705.0,,2,4,marketing,,2,f,83,3,5,manager,1,single,18947.0,22822,3,,0.12,,4,0,22.0,2,2.0,2,,2,1,1977,,
807,,,1459.0,,10,4,other,,4,m,41,3,2,healthcare representative,4,married,6465.0,19121,2,,0.13,,4,0,,5,4.0,4,,1,3,1979,,
808,,rarely,,,3,2,,,1,m,86,2,1,sales representative,3,married,2683.0,3810,1,,0.14,,3,0,3.0,2,3.0,3,,0,2,1973,,
809,,,890.0,,2,3,marketing,,4,f,97,3,1,sales representative,4,married,2014.0,9687,1,False,0.13,,1,0,2.0,3,3.0,2,,2,2,1988,,
810,,,1434.0,,5,4,,,3,m,50,3,1,laboratory technician,3,single,3441.0,11179,1,True,0.13,,3,0,2.0,3,2.0,2,,2,2,1995,,
811,,,1443.0,,22,3,,,22,f,47,2,2,sales executive,4,marreid,,21436,7,True,0.19,,3,1,5.0,2,2.0,2,,0,0,1997,,
812,,rarely,1142.0,,31,4,,,3,f,30,3,1,laboratory technician,1,,,16002,3,True,0.15,,3,1,4.0,3,3.0,2,,2,2,1988,,
813,,,664.0,,31,3,medical,,2,m,79,3,1,research scientist,1,married,,5868,4,False,0.13,,4,1,5.0,2,2.0,3,,1,2,1988,,
814,,rarely,397.0,,20,4,medical,,1,m,30,3,3,research director,3,,13664.0,25258,4,,0.13,,1,0,,3,4.0,5,,0,2,1986,,
815,,rarely,,,38,2,medical,,38,m,80,3,2,human resources,2,divorced,5021.0,10425,8,True,0.22,,4,1,,2,3.0,4,,0,2,1977,,
816,,rarely,1153.0,,1,2,medical,,1,m,94,3,2,manufacturing director,2,married,,17736,1,False,0.15,,3,0,,2,3.0,5,,1,3,1989,,
817,,rarely,432.0,,9,4,,,4,m,96,3,1,laboratory technician,4,,,18725,3,,0.23,,2,2,10.0,4,3.0,4,,0,3,1972,,
818,,rarely,1353.0,sales,3,2,other,,1,f,33,3,2,sales executive,3,married,,17519,0,False,0.21,,1,1,4.0,2,2.0,3,,0,2,1999,sales,
819,,,489.0,,23,3,,,2,m,,3,2,laboratory technician,2,married,,25043,4,,0.12,,3,1,,3,4.0,3,,1,2,1979,,
820,,rarely,807.0,,6,4,human resources,,3,m,63,3,1,human resources,1,divorced,,23648,4,,0.22,,4,0,,3,3.0,3,,0,2,1986,,
821,,no,1420.0,,2,4,human resources,,3,f,32,2,5,manager,4,,18844.0,21922,9,False,0.21,,4,1,,3,3.0,3,,2,2,1964,,
822,,,1280.0,,7,1,,,4,m,,2,1,research scientist,4,married,,26897,1,False,0.11,,3,2,,2,,2,,2,1,1998,,
823,,,957.0,,26,3,medical,,2,f,72,4,1,research scientist,3,single,4739.0,16090,4,,0.12,,4,0,,2,3.0,3,,1,2,1980,,
824,,frequently,809.0,,12,3,,,3,f,77,3,3,sales executive,4,single,,6645,4,False,0.11,,4,0,16.0,3,,2,,2,1,1973,,
825,,rarely,542.0,,20,3,,,2,f,71,1,2,sales executive,3,,,24788,3,True,0.11,,3,1,4.0,2,3.0,2,,2,2,1992,,
826,,,216.0,research & development,6,2,medical,,2,m,84,3,2,manufacturing director,2,divorced,,2819,6,False,0.2,,4,2,7.0,0,3.0,3,,0,1,1987,research & development,
827,,frequently,1150.0,,16,4,,,1,m,53,1,3,manufacturing director,4,,10650.0,25150,2,,0.15,,4,0,18.0,2,3.0,4,,0,3,1972,,
828,,,,sales,28,3,life sciences,,1,m,41,2,2,sales executive,3,,,24835,2,,0.18,,4,0,,3,3.0,2,,2,2,1998,sales,
829,,rarely,364.0,,3,5,technical degree,,4,f,32,3,2,research scientist,3,,4317.0,2302,3,True,0.2,,2,0,19.0,2,,3,,2,2,1985,,
830,,rarely,201.0,research & development,5,3,technical degree,,4,f,84,3,1,research scientist,1,divorced,,10415,5,False,0.14,,4,1,8.0,3,3.0,3,,2,2,1993,research & development,
831,,,1256.0,,36,1,medical,,36,m,80,3,1,research scientist,4,marreid,,11992,1,False,0.24,,1,2,2.0,6,3.0,2,,2,2,2001,,
832,,no,691.0,research & development,9,3,medical,,4,m,57,3,1,research scientist,2,,2024.0,5970,6,,0.18,,4,1,,1,1.0,2,,2,2,1996,research & development,
833,,,440.0,research & development,21,3,medical,,3,m,42,3,1,research scientist,4,married,,6672,1,False,0.11,,3,1,5.0,2,1.0,5,,0,2,1995,research & development,
834,,,1157.0,,17,3,,,3,m,51,3,1,research scientist,2,,3058.0,13364,0,,0.16,,4,1,6.0,3,2.0,5,,1,1,1996,,
835,,rarely,713.0,,8,3,life sciences,,3,f,67,3,1,research scientist,1,divorced,,13939,4,,0.18,,3,1,,3,,2,,2,2,1967,,
836,,rarely,,,9,2,,,3,f,75,3,1,laboratory technician,4,single,,6319,1,,0.12,,3,0,,3,,2,,2,1,1985,,
837,,rarely,140.0,,12,1,medical,,3,f,95,3,1,research scientist,4,,3929.0,6984,8,,0.23,,3,1,7.0,0,3.0,4,,0,2,1992,,
838,,rarely,629.0,,27,2,medical,,4,f,95,3,1,research scientist,2,,,5711,2,False,0.15,,4,0,9.0,3,3.0,3,,1,2,1989,,
839,,,328.0,research & development,1,3,,,3,m,86,2,1,laboratory technician,3,,,3425,2,,0.15,,4,1,,2,2.0,3,,0,2,1973,research & development,
840,,,1084.0,,13,2,,,4,f,,4,2,manufacturing director,1,divorced,,26250,1,False,0.11,,3,2,5.0,3,3.0,4,2.0,1,3,1970,,
841,,frequently,,,24,3,medical,,2,f,37,3,2,laboratory technician,2,single,4425.0,15986,5,,0.11,,4,0,,5,3.0,6,,1,2,1988,,
842,,frequently,472.0,,1,1,,,3,m,60,2,2,manufacturing director,1,married,,9679,5,,0.19,,3,1,,1,3.0,2,,2,0,1996,,
843,,,905.0,,38,2,,,3,m,99,3,2,laboratory technician,4,married,,16523,8,,0.15,,3,1,,2,4.0,7,,3,7,1983,,
844,,,1136.0,,22,3,life sciences,,22,m,60,4,1,research scientist,2,,2328.0,12392,1,,0.16,,1,1,4.0,2,2.0,4,,2,2,2001,,
845,,,1151.0,,10,5,life sciences,,4,m,63,2,2,healthcare representative,4,,,14242,9,False,0.14,,4,1,5.0,5,1.0,3,,0,2,1983,,
846,,,644.0,,1,4,,,4,m,,3,3,healthcare representative,1,,,12368,7,False,0.16,,3,1,17.0,3,3.0,4,,0,3,1977,,
847,,,1005.0,,3,3,technical degree,,4,f,88,3,1,research scientist,1,,2657.0,8556,5,True,0.11,,3,0,8.0,5,3.0,5,,0,4,1993,,
848,,,992.0,,1,3,,,3,m,85,3,1,research scientist,3,single,,19757,0,,0.14,,4,0,,1,2.0,6,,1,5,1994,,
849,,,1147.0,,3,3,,,4,f,52,3,2,sales executive,1,married,5940.0,17011,2,,0.14,,4,1,16.0,4,3.0,6,,0,5,1969,,
850,,rarely,147.0,research & development,4,4,,,3,f,47,2,1,research scientist,2,married,2622.0,13248,6,,0.21,,4,0,,3,3.0,3,,1,1,1990,research & development,
851,,rarely,1323.0,,2,3,,,3,f,89,2,1,laboratory technician,4,single,3212.0,3300,7,,0.15,,2,0,,3,2.0,2,,2,2,1971,,
852,,rarely,818.0,human resources,6,2,medical,,2,m,,3,1,human resources,3,married,,25657,8,,0.17,,4,0,,2,2.0,2,,2,2,1964,human resources,
853,,,515.0,,1,3,,,4,m,62,2,1,laboratory technician,3,single,,9571,0,,0.14,,4,0,4.0,2,1.0,3,,1,2,1991,,
854,,,1431.0,,24,4,medical,,24,f,96,3,1,laboratory technician,3,divorced,,15417,7,False,0.14,,3,3,7.0,1,3.0,3,,1,2,1984,,
855,,no,976.0,,26,4,marketing,,3,m,100,3,2,sales executive,4,,,12069,0,False,0.18,,1,0,4.0,2,3.0,3,,2,2,1991,,
856,,,1327.0,,3,4,medical,,2,m,73,3,3,research director,3,divorced,,13523,9,False,0.12,,1,1,,3,3.0,2,,2,2,1992,,
857,,rarely,832.0,,5,4,life sciences,,3,f,63,2,1,research scientist,4,married,2911.0,14776,1,,0.13,,3,1,2.0,2,2.0,2,,0,2,1990,,
858,,,1199.0,,23,4,life sciences,,1,m,77,4,2,manufacturing director,3,,,5118,4,,0.17,,4,1,9.0,1,3.0,3,,0,2,1978,,
859,,,916.0,research & development,17,2,,,4,f,82,4,2,research scientist,1,single,,23016,3,True,0.13,,3,0,,1,3.0,3,,0,2,1981,research & development,
860,,,1247.0,,19,2,marketing,,4,m,45,3,2,sales executive,4,divorced,6931.0,10732,2,False,0.14,,4,1,,2,3.0,3,,0,2,1994,,
861,,rarely,685.0,,1,3,,,1,f,62,3,2,manufacturing director,3,married,,7505,0,False,0.12,,4,2,5.0,3,3.0,4,,1,2,1998,,
862,,,128.0,,2,1,,,4,m,84,2,2,laboratory technician,1,,2176.0,19737,4,False,0.13,,4,0,9.0,5,3.0,6,,0,4,1991,,
863,,rarely,1158.0,,9,3,,,4,m,94,3,1,research scientist,4,married,,2613,1,False,0.23,,4,1,,3,,5,,0,4,1995,,
864,,rarely,996.0,,3,2,,,4,m,100,2,1,research scientist,3,single,3230.0,10531,1,False,0.17,,1,0,,4,4.0,3,,1,0,2002,,
865,,no,728.0,,1,4,medical,,1,f,80,3,3,research director,4,divorced,,11677,2,True,0.18,,1,2,,2,3.0,5,,0,2,1986,,
866,,rarely,688.0,,23,4,life sciences,,4,m,82,3,2,healthcare representative,4,,,18899,9,,0.14,,2,1,,2,3.0,2,,1,2,1985,,
867,,rarely,1449.0,,16,4,medical,,1,m,45,3,1,laboratory technician,2,divorced,,14180,2,True,0.13,,4,1,,2,3.0,3,,0,2,1997,,
868,,,636.0,,10,4,life sciences,,3,f,,3,5,research director,1,single,18665.0,25594,9,True,0.11,,4,0,,4,3.0,3,,1,2,1974,,
869,,frequently,444.0,sales,5,3,,,4,f,84,3,1,sales representative,2,divorced,2789.0,3909,1,,0.11,,3,1,2.0,5,2.0,2,,2,2,1992,sales,
870,,frequently,889.0,,9,3,medical,,2,m,53,3,1,research scientist,4,married,,11411,1,,0.12,,3,3,,3,2.0,4,,1,2,1986,,
871,,rarely,691.0,research & development,11,4,,,11,m,86,3,1,research scientist,4,marreid,,10077,0,,0.12,,3,1,,4,3.0,5,,0,3,1992,research & development,
872,,rarely,106.0,,2,3,human resources,,1,m,62,2,2,human resources,1,,6410.0,17822,3,False,0.12,,4,0,,1,3.0,2,,1,0,1992,,
873,,,,research & development,2,4,,,3,m,32,3,1,research scientist,4,,,7747,0,,0.18,,2,1,3.0,2,1.0,2,,2,2,1992,research & development,
874,,,723.0,,17,4,medical,,17,m,85,2,2,research scientist,2,,4941.0,17747,2,False,0.15,,1,0,11.0,3,2.0,8,,7,7,1971,,
875,,,1157.0,,2,4,medical,,1,m,84,1,1,research scientist,4,married,,24737,5,True,0.13,,4,0,,4,2.0,3,,2,2,1995,,
876,,rarely,1482.0,,5,5,,,4,m,42,3,5,research director,3,married,,16375,4,,0.11,,2,1,21.0,2,3.0,3,,1,1,1976,,
877,,,738.0,,9,5,other,,2,m,30,2,1,laboratory technician,4,,3983.0,7621,0,False,0.17,,3,0,4.0,2,,3,,2,2,1994,,
878,,,1192.0,,5,2,medical,,4,m,61,3,2,manufacturing director,4,,6347.0,23177,7,False,0.16,,3,2,8.0,2,2.0,6,,0,4,1986,,
879,,,1309.0,,26,1,,,3,m,83,3,1,research scientist,4,,2904.0,16092,1,,0.12,,3,2,,2,2.0,4,,0,2,2000,,
880,,rarely,544.0,human resources,2,1,,,3,m,52,3,1,human resources,3,divorced,2696.0,24017,0,True,0.11,,3,1,4.0,5,3.0,3,,1,0,1981,human resources,
881,,,641.0,sales,25,2,,,4,f,85,3,2,sales executive,3,,,6069,7,,0.12,,2,1,4.0,2,4.0,2,,2,2,1993,sales,
882,,,756.0,,31,1,,,1,f,99,2,1,sales representative,2,single,2174.0,9150,1,,0.11,,3,0,3.0,3,3.0,3,,1,2,2002,,
883,,rarely,593.0,,1,4,medical,,4,m,88,3,2,healthcare representative,3,,6755.0,2967,2,False,0.11,,3,0,,2,3.0,3,,1,2,1966,,
884,,,895.0,,9,2,,,1,m,39,3,1,sales representative,4,single,,2851,1,,0.24,,3,0,3.0,3,2.0,3,2.0,2,2,2002,,
885,,rarely,408.0,,9,4,life sciences,,3,m,42,2,1,research scientist,2,,2657.0,7551,0,,0.16,,4,0,3.0,5,3.0,2,,2,2,1992,,
886,,,1283.0,research & development,17,3,,,17,m,54,3,1,research scientist,4,,,18168,9,False,0.16,,4,0,6.0,4,3.0,3,,1,2,1994,research & development,
887,,rarely,1469.0,,1,2,,,4,m,82,3,1,laboratory technician,2,,,17881,1,False,0.11,,2,1,5.0,2,3.0,5,,0,4,1996,,
888,,rarely,1261.0,,7,3,other,,2,m,31,2,3,healthcare representative,3,single,10965.0,12066,8,False,0.24,,3,0,,2,3.0,5,,0,0,1974,,
889,,rarely,329.0,,2,3,,,4,f,96,3,1,research scientist,3,married,2543.0,11868,4,False,0.13,,2,1,,3,3.0,2,,2,2,1987,,
890,,no,1362.0,,19,3,marketing,,1,m,67,4,2,sales executive,4,,5304.0,4652,8,True,0.13,,2,0,,3,2.0,5,,0,4,1989,,
891,,,1371.0,,10,4,marketing,,4,f,77,3,2,sales executive,3,divorced,,5915,1,True,0.12,,4,1,,2,4.0,5,,0,3,1999,,
892,,,201.0,,1,4,,,2,f,,3,1,laboratory technician,1,,,20490,3,False,0.16,,2,1,8.0,5,3.0,5,,1,2,1981,,
893,,,821.0,,5,2,medical,,1,m,86,3,5,research director,1,married,19406.0,8509,4,,0.11,,3,1,24.0,4,2.0,4,,1,2,1969,,
894,,,1381.0,,4,4,,,3,f,72,3,2,sales executive,3,married,6538.0,12740,9,False,0.15,,1,1,,3,3.0,3,,1,2,1989,,
895,,,313.0,,21,3,,,4,m,61,3,1,laboratory technician,4,,2258.0,15238,7,,0.2,,1,1,,1,3.0,3,,1,2,1980,,
896,,rarely,1473.0,,8,4,other,,3,f,74,3,2,healthcare representative,3,,,2227,4,True,0.14,,4,0,,3,3.0,5,,0,2,1980,,
897,,rarely,329.0,,1,2,,,4,m,98,2,1,laboratory technician,1,married,2218.0,16193,1,False,0.12,,3,1,4.0,3,,4,,3,2,1992,,
898,,rarely,688.0,,3,3,medical,,1,m,91,3,1,laboratory technician,1,married,,9396,5,False,0.13,,3,1,6.0,5,,2,,0,2,1998,,
899,,,192.0,,10,2,life sciences,,1,m,69,3,1,research scientist,4,married,2654.0,9655,3,False,0.21,,4,2,8.0,3,2.0,2,,0,2,1978,,
900,,rarely,1490.0,,4,2,life sciences,,4,f,,3,4,manager,4,married,,10310,2,False,0.13,,4,0,31.0,2,1.0,5,,1,4,1971,,
901,,frequently,296.0,,6,2,,,4,f,33,1,1,sales representative,3,,,12253,0,False,0.16,,4,1,3.0,3,2.0,2,,1,0,1989,,
902,,rarely,1349.0,,23,3,life sciences,,1,f,90,3,1,research scientist,4,divorced,,3032,1,False,0.22,,2,2,,3,1.0,3,,0,2,1997,,
903,,,986.0,,3,4,,,2,m,93,2,3,research director,3,,11935.0,21526,1,False,0.18,,3,0,,2,3.0,10,,0,7,1994,,
904,,,408.0,,25,5,technical degree,,3,f,71,2,1,research scientist,2,married,2546.0,18300,5,False,0.16,,2,0,6.0,2,4.0,2,,1,1,1994,,
905,,,1009.0,,2,3,life sciences,,1,m,51,3,4,research director,3,married,17861.0,2288,6,False,0.13,,3,0,,2,1.0,3,,0,1,1977,,
906,,,1125.0,,10,3,marketing,,3,f,94,2,3,sales executive,4,,,11563,2,,0.19,,3,1,15.0,3,3.0,3,,1,2,1977,,
907,,rarely,413.0,sales,7,1,marketing,,4,m,57,3,1,sales representative,2,single,,18398,0,,0.14,,1,0,,3,3.0,3,,1,2,1993,sales,
908,,frequently,988.0,human resources,23,3,,,2,f,43,3,3,human resources,1,divorced,,11533,9,True,0.15,,3,3,,2,3.0,3,,0,2,1989,human resources,
909,,,1474.0,,5,2,other,,2,m,97,3,1,laboratory technician,3,married,,9260,4,False,0.17,,4,1,,4,,2,,2,0,1981,,
910,,,1368.0,research & development,25,1,technical degree,,3,m,99,2,1,laboratory technician,3,single,3894.0,9129,5,False,0.16,,3,0,4.0,3,3.0,2,,1,2,2001,research & development,
911,,rarely,232.0,,19,3,technical degree,,4,m,34,3,2,manufacturing director,4,divorced,4262.0,22645,4,False,0.12,,2,2,8.0,2,4.0,3,2.0,1,2,1994,,
912,,frequently,1034.0,research & development,18,1,medical,,1,f,86,3,3,healthcare representative,3,married,10527.0,8984,5,False,0.11,,4,0,,3,2.0,2,,1,2,1977,research & development,
913,,,1474.0,sales,11,4,other,,4,m,,4,2,sales executive,3,,,23914,8,,0.12,,4,0,,2,3.0,4,,1,2,1991,sales,
914,,,,,24,3,medical,,4,m,38,3,1,sales representative,4,,2400.0,5530,0,False,0.13,,3,2,3.0,3,3.0,2,,2,1,1999,,
915,,rarely,538.0,,25,2,,,1,m,54,2,2,laboratory technician,4,single,3681.0,14004,4,False,0.14,,4,0,,3,3.0,3,,0,2,1988,,
916,,,622.0,,2,4,life sciences,,3,f,81,3,2,healthcare representative,4,married,,5718,1,False,0.13,,2,2,10.0,4,3.0,10,,2,2,1981,,
917,,rarely,1236.0,,1,4,,,4,f,40,2,4,manager,1,married,,17997,7,False,0.11,,1,1,21.0,3,1.0,3,,0,2,1975,,
918,,rarely,1112.0,,1,4,,,1,f,50,2,2,human resources,3,,,26894,4,False,0.11,,2,0,10.0,1,4.0,2,2.0,0,2,1979,,
919,,,204.0,sales,14,3,,,3,f,31,3,1,sales representative,3,,,2912,1,True,0.18,,4,2,8.0,3,3.0,8,,0,6,1989,sales,
920,,,1343.0,,22,1,technical degree,,3,m,49,3,1,sales representative,3,,3447.0,24444,1,,0.11,,3,0,,2,3.0,3,,1,2,2002,,
921,,rarely,1315.0,,3,4,,,4,m,35,3,5,manager,4,,19513.0,9358,4,,0.12,,1,1,26.0,2,4.0,2,,0,1,1979,,
922,,rarely,,,6,1,medical,,1,m,69,3,1,research scientist,3,married,,12145,0,,0.2,,4,0,,3,3.0,2,,2,2,2001,,
923,,rarely,991.0,,6,3,,,3,f,71,3,1,laboratory technician,4,,2659.0,17759,1,True,0.13,,3,1,,2,3.0,3,,0,2,1997,,
924,,,913.0,,9,2,medical,,2,m,48,2,2,manufacturing director,2,,8847.0,13934,2,True,0.11,,3,1,13.0,2,3.0,3,,0,2,1987,,
925,,,1115.0,,3,4,medical,,1,m,54,2,1,research scientist,4,single,2045.0,15174,0,,0.13,,4,0,5.0,0,3.0,4,,1,1,1996,,
926,,rarely,885.0,,4,3,,,1,m,58,4,1,research scientist,1,,,8544,2,,0.16,,1,1,5.0,3,4.0,3,,0,2,2000,,
927,,,810.0,,8,3,life sciences,,4,m,57,4,2,sales executive,2,,4851.0,15678,0,False,0.22,,3,1,4.0,4,3.0,3,,1,2,1998,,
928,,,817.0,,14,1,,,14,m,56,4,2,sales executive,2,marreid,8120.0,18597,3,,0.12,,4,0,,3,3.0,2,,2,2,1975,,
929,,rarely,693.0,,3,2,life sciences,,1,f,65,3,2,sales executive,3,single,4577.0,24785,9,False,0.14,,1,0,,3,3.0,2,,2,0,1999,,
930,,rarely,1179.0,,16,4,,,1,m,84,3,2,sales executive,1,single,5405.0,11924,8,False,0.14,,4,0,10.0,1,3.0,2,,2,2,1963,,
931,,,316.0,,8,4,marketing,,4,m,54,3,1,sales representative,2,married,,9983,7,False,0.15,,4,1,4.0,2,3.0,2,,2,2,1973,,
932,,no,381.0,,24,3,,,1,m,49,1,1,laboratory technician,3,single,3708.0,2104,2,,0.14,,3,0,9.0,5,3.0,5,,1,4,1979,,
933,,frequently,217.0,,3,3,,,4,f,49,3,4,sales executive,3,divorced,13770.0,10225,9,True,0.12,,4,2,28.0,2,2.0,22,,11,13,1976,,
934,,,933.0,,19,3,,,3,m,57,4,1,research scientist,3,divorced,,20366,6,,0.12,,4,0,,2,3.0,2,,2,2,1981,,
935,,frequently,775.0,,15,3,life sciences,,4,m,47,2,2,sales executive,4,married,,23683,3,,0.18,,3,1,7.0,5,3.0,2,,2,2,1980,,
936,,,804.0,,2,1,,,4,f,86,2,1,research scientist,4,single,,22929,0,,0.2,,4,0,5.0,2,2.0,4,,2,3,1983,,
937,,,1090.0,sales,10,3,,,4,m,83,3,1,sales representative,2,,2297.0,17967,1,False,0.14,,4,2,,2,3.0,2,,2,2,1994,sales,
938,,,346.0,,6,3,,,4,m,86,3,2,laboratory technician,4,single,2450.0,10919,2,,0.17,,4,0,19.0,4,3.0,2,,2,2,1970,,
939,,rarely,310.0,research & development,12,1,medical,,1,m,79,4,1,research scientist,3,single,,19630,1,,0.18,,4,0,,3,3.0,2,,0,2,2000,research & development,
940,,,725.0,,2,3,medical,,4,m,78,3,5,manager,1,,,21199,5,True,0.13,,4,1,24.0,2,3.0,5,,1,4,1968,,
941,,frequently,575.0,,1,2,life sciences,,1,f,71,1,1,laboratory technician,4,,,5288,3,False,0.14,,1,1,,2,3.0,2,,2,0,1997,,
942,,rarely,182.0,,1,4,,,2,f,72,4,1,research scientist,4,single,,13551,2,False,0.16,,3,0,,2,3.0,4,,1,3,1989,,
943,,,829.0,,8,1,marketing,,3,m,84,3,2,sales executive,4,married,4342.0,24008,0,,0.19,,2,1,5.0,3,3.0,4,,1,1,1996,,
944,,rarely,384.0,,8,4,,,1,f,72,3,1,sales representative,4,,2572.0,20317,1,False,0.16,,2,1,3.0,1,2.0,3,,0,2,1988,,
945,,rarely,921.0,,18,3,,,4,m,38,1,1,laboratory technician,3,married,,24375,3,False,0.21,,3,2,7.0,2,3.0,2,,0,2,1993,,
946,,,1111.0,,8,2,,,3,f,93,3,2,sales executive,1,,6500.0,13305,5,False,0.17,,2,1,,1,3.0,3,,1,2,1989,,
947,,rarely,1325.0,research & development,25,4,life sciences,,25,f,82,3,2,laboratory technician,3,,3149.0,21821,8,,0.2,,2,1,9.0,3,3.0,5,,1,4,1971,research & development,
948,,rarely,118.0,,16,3,marketing,,1,f,69,3,2,sales executive,1,single,5324.0,26507,5,,0.15,,3,0,,3,3.0,3,,0,2,1990,,
949,,rarely,1258.0,research & development,20,4,,,20,f,40,4,1,research scientist,3,single,,13301,3,False,0.13,,3,0,7.0,0,3.0,2,,2,2,1988,research & development,
950,,,890.0,,2,4,,,3,m,,3,1,research scientist,3,single,4382.0,16374,6,False,0.17,,4,0,5.0,3,2.0,2,,2,1,1995,,
951,,rarely,1041.0,,13,3,human resources,,3,m,36,3,1,human resources,2,married,,25527,4,,0.13,,2,1,,2,3.0,5,,0,4,1987,,
952,,frequently,702.0,research & development,16,4,,,3,f,100,2,1,research scientist,4,single,2553.0,8306,1,False,0.16,,3,0,6.0,3,3.0,5,,1,3,1989,research & development,
953,,,829.0,,3,2,,,3,m,,3,1,human resources,4,,,2243,0,,0.19,,3,1,4.0,1,1.0,3,,0,2,1989,,
954,,rarely,625.0,,4,3,,,4,m,50,3,2,healthcare representative,2,single,5933.0,5197,9,,0.12,,4,0,10.0,2,2.0,5,,2,3,1979,,
955,,,,,13,4,life sciences,,2,m,73,3,2,sales executive,4,divorced,4403.0,9250,2,,0.11,,3,1,8.0,3,2.0,5,,0,3,1991,,
956,,,661.0,,7,2,,,1,f,78,2,3,sales executive,4,married,10934.0,20715,7,True,0.18,,4,1,35.0,3,3.0,5,,0,4,1970,,
957,,,,,1,2,life sciences,,4,m,,2,2,manufacturing director,4,,,19146,6,,0.22,,1,2,4.0,2,1.0,2,,2,2,2001,,
958,,rarely,986.0,,8,4,life sciences,,1,m,62,4,1,laboratory technician,4,,,5044,2,True,0.24,,3,1,10.0,2,2.0,3,,0,2,1979,,
959,,frequently,,,25,4,life sciences,,4,f,96,3,1,research scientist,2,divorced,2022.0,16612,1,,0.19,,1,1,10.0,3,2.0,10,,7,8,1988,,
960,,,583.0,,4,1,,,3,m,87,2,2,sales executive,1,,4256.0,18154,1,False,0.12,,1,0,5.0,1,4.0,5,,0,3,1998,,
961,,rarely,1418.0,,1,3,technical degree,,3,f,36,3,1,research scientist,1,,3580.0,10554,2,False,0.16,,2,1,7.0,2,3.0,4,,0,2,1974,,
962,,no,1269.0,,19,1,life sciences,,1,m,,2,1,laboratory technician,4,,,10778,0,,0.17,,4,0,,2,2.0,5,,3,4,1999,,
963,,rarely,395.0,sales,9,3,marketing,,2,m,98,2,1,sales representative,2,,2899.0,12102,0,,0.19,,4,1,3.0,3,3.0,2,,1,2,1985,sales,
964,,rarely,341.0,,1,3,medical,,2,f,48,2,1,sales representative,3,,,23522,6,True,0.19,,3,3,5.0,3,3.0,3,,0,2,1994,,
965,,frequently,,,1,3,life sciences,,4,f,33,3,2,healthcare representative,4,married,5562.0,21782,4,,0.13,,2,1,12.0,2,2.0,5,,2,2,1980,,
966,,rarely,821.0,,5,4,medical,,1,m,98,3,2,sales executive,4,single,,24252,1,,0.14,,2,0,4.0,3,3.0,4,,0,2,1995,,
967,,rarely,500.0,,2,3,,,3,f,49,2,1,sales representative,3,single,,22052,1,,0.13,,4,0,2.0,3,2.0,2,,0,2,2003,,
968,,,1454.0,,2,4,life sciences,,4,f,65,2,1,sales representative,4,single,,13137,1,True,0.18,,1,0,3.0,3,2.0,3,,1,2,1976,,
969,,rarely,617.0,,3,1,life sciences,,2,f,34,3,2,manufacturing director,3,married,,10022,0,True,0.19,,1,1,4.0,3,4.0,3,,0,2,2001,,
970,,,995.0,,9,3,medical,,3,f,77,3,1,research scientist,3,divorced,2377.0,9834,5,False,0.18,,2,1,6.0,2,3.0,2,,2,2,1995,,
971,,,1122.0,research & development,6,3,medical,,4,m,70,3,1,laboratory technician,1,married,2404.0,4303,7,,0.21,,4,0,,2,1.0,2,,2,2,1984,research & development,
972,,rarely,1198.0,research & development,1,4,,,3,m,100,2,1,research scientist,1,single,2799.0,3339,3,,0.11,,2,0,,1,3.0,3,,0,2,1990,research & development,
