,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,date_birth,remote_work,grupo
755,False,,,,28,4,,1554.0,2.0,f,98.0,2,1,sales representative,3,married,2430.0,26204,0,,0.23,4.0,1,2,6.0,5,3.0,5,4,2,1988,,control
756,False,frequently,888.0,,10,4,,1563.0,3.0,m,71.0,3,2,human resources,3,,,14814,3,False,0.11,3.0,3,0,10.0,2,3.0,6,1,2,1985,,control
757,False,,580.0,,27,3,,1622.0,2.0,f,39.0,1,2,manufacturing director,1,divorced,4877.0,20460,0,,0.21,4.0,2,1,6.0,5,2.0,5,0,0,1995,True,variante
758,False,,671.0,,19,3,life sciences,1631.0,3.0,m,85.0,3,2,manufacturing director,3,,,26493,3,False,0.17,3.0,1,3,,2,2.0,4,0,2,1986,False,control
759,False,,567.0,research & development,2,1,technical degree,1646.0,1.0,f,32.0,3,1,research scientist,4,,3760.0,17218,1,,0.13,3.0,3,0,6.0,2,3.0,6,1,3,1999,False,control
760,False,,311.0,,7,3,,1659.0,1.0,m,77.0,3,1,laboratory technician,2,,2013.0,10950,2,,0.11,3.0,3,0,,4,3.0,4,1,3,1987,True,variante
761,False,frequently,148.0,,2,3,,,4.0,f,42.0,2,1,laboratory technician,2,,,23826,1,,0.22,4.0,2,0,4.0,3,3.0,4,3,3,1985,False,variante
762,False,rarely,1395.0,,24,4,medical,1689.0,2.0,m,48.0,4,3,healthcare representative,4,married,,3458,3,False,0.15,3.0,3,0,11.0,2,3.0,4,1,2,1970,False,control
763,False,frequently,1278.0,,1,4,,1700.0,3.0,m,31.0,1,2,sales executive,4,,,7677,1,,0.14,3.0,3,2,6.0,2,2.0,6,1,3,1986,True,control
764,False,,581.0,research & development,12,3,medical,,3.0,m,62.0,4,1,research scientist,3,married,,17616,1,False,0.16,3.0,4,1,5.0,1,3.0,5,0,4,1999,True,control
765,False,rarely,1082.0,,9,4,medical,,4.0,f,43.0,3,1,laboratory technician,3,,2974.0,25412,9,False,0.17,3.0,3,1,,2,3.0,5,1,2,1994,False,control
766,False,rarely,371.0,,19,3,,1739.0,4.0,m,80.0,1,3,sales executive,3,married,,3840,3,False,0.13,3.0,3,1,,2,1.0,4,0,2,1991,False,control
767,False,rarely,855.0,,12,3,medical,1768.0,2.0,m,57.0,3,1,laboratory technician,2,divorced,2766.0,8952,8,False,0.22,4.0,2,3,7.0,6,2.0,5,0,4,1981,True,variante
768,False,,548.0,,9,4,life sciences,1772.0,3.0,m,94.0,3,1,laboratory technician,1,divorced,,20520,1,False,0.2,4.0,2,2,5.0,2,3.0,5,0,4,1982,,variante
769,True,,429.0,,1,2,,1792.0,3.0,m,99.0,3,1,research scientist,2,,,11092,1,True,0.12,3.0,3,3,,2,2.0,5,2,3,1979,True,variante
770,False,rarely,1181.0,,1,3,,,3.0,m,82.0,3,1,research scientist,4,married,,5531,1,False,0.11,3.0,3,1,5.0,6,4.0,5,0,3,1995,,control
771,False,,1253.0,research & development,10,1,medical,1800.0,3.0,m,65.0,3,3,research director,3,single,,7914,7,,0.21,4.0,3,0,,3,3.0,4,2,2,1984,True,control
772,False,,616.0,,2,2,life sciences,,3.0,f,99.0,3,1,laboratory technician,1,married,3377.0,25605,4,,0.17,3.0,4,1,7.0,5,2.0,4,0,2,1983,True,variante
773,True,rarely,370.0,,10,4,,,4.0,m,58.0,3,2,manufacturing director,1,single,4213.0,4992,1,,0.15,3.0,2,0,10.0,4,,10,0,8,1986,True,variante
774,False,,1194.0,,1,3,,1822.0,3.0,f,52.0,3,2,healthcare representative,4,,6513.0,9060,4,,0.17,3.0,4,1,12.0,3,3.0,5,0,3,1983,True,control
775,False,rarely,572.0,sales,10,3,,,3.0,m,46.0,3,2,sales executive,4,,,9125,1,False,0.13,3.0,1,0,,4,3.0,5,1,2,1997,False,control
776,False,,355.0,,10,4,technical degree,1854.0,3.0,m,38.0,3,1,research scientist,3,married,,6161,3,False,0.22,4.0,2,2,10.0,1,2.0,6,3,3,1981,False,control
777,False,rarely,1480.0,,4,3,,1882.0,3.0,m,64.0,3,3,sales executive,4,married,,24444,2,True,0.13,3.0,4,3,9.0,3,3.0,5,1,0,1989,True,control
778,False,rarely,783.0,,7,4,medical,1885.0,4.0,m,78.0,3,2,research scientist,1,,4284.0,13588,5,,0.22,4.0,3,1,16.0,2,3.0,5,0,4,1986,True,variante
779,False,,1354.0,,2,4,technical degree,1931.0,2.0,m,41.0,3,1,research scientist,2,,2226.0,6073,1,False,0.11,,3,1,6.0,3,2.0,5,1,2,1996,False,variante
780,False,rarely,682.0,,18,4,,1945.0,2.0,m,71.0,3,2,sales executive,1,,5561.0,15975,0,,0.16,3.0,4,1,,2,1.0,5,0,4,1988,True,variante
781,False,no,1103.0,,16,3,medical,1947.0,3.0,m,49.0,3,1,research scientist,3,single,2144.0,2122,1,False,0.14,3.0,3,0,5.0,3,2.0,5,1,4,1995,True,control
782,False,,136.0,,1,3,life sciences,1954.0,1.0,m,89.0,3,2,healthcare representative,1,married,5373.0,6225,0,False,0.12,3.0,1,1,6.0,5,2.0,5,0,2,1994,False,variante
783,False,,155.0,research & development,9,2,,1969.0,1.0,f,67.0,3,2,research scientist,3,married,2897.0,22474,3,False,0.11,3.0,3,2,9.0,6,2.0,4,2,3,1969,False,control
784,False,rarely,771.0,,41,2,life sciences,1981.0,,m,45.0,2,2,healthcare representative,3,single,,14120,1,False,0.12,3.0,2,0,4.0,2,2.0,4,1,2,1999,True,control
785,False,frequently,508.0,,6,4,,1997.0,1.0,m,72.0,2,2,manufacturing director,3,married,5321.0,14284,2,False,0.11,3.0,4,1,10.0,1,3.0,8,7,7,1985,False,control
786,False,,557.0,,18,4,,1998.0,4.0,m,35.0,3,2,research scientist,1,,5410.0,11189,6,,0.17,3.0,3,1,9.0,3,2.0,4,1,2,1981,,variante
787,False,,642.0,,1,3,life sciences,1999.0,4.0,m,76.0,3,1,research scientist,4,,2782.0,21412,3,False,0.22,,1,1,,3,3.0,5,1,0,1982,,control
788,False,rarely,1382.0,,8,2,,2018.0,1.0,f,85.0,3,2,sales executive,3,,,13684,0,True,0.22,4.0,2,1,6.0,3,2.0,5,0,4,1998,,control
789,False,,1037.0,,1,3,medical,,2.0,m,42.0,3,1,research scientist,4,single,,13422,6,True,0.12,3.0,3,0,6.0,2,3.0,4,1,2,1979,True,control
790,True,,878.0,,1,4,,2044.0,2.0,m,94.0,3,2,sales executive,3,,,14255,7,False,0.12,3.0,4,2,12.0,3,,6,0,1,1973,True,control
791,False,,1120.0,sales,11,4,marketing,,2.0,f,100.0,2,2,sales executive,4,married,,14369,4,False,0.13,3.0,1,1,8.0,2,2.0,6,0,0,1987,False,control
792,False,,374.0,,20,3,,2046.0,4.0,f,50.0,3,2,sales executive,3,,4850.0,23333,8,False,0.15,3.0,3,0,,3,3.0,5,0,1,1978,True,control
793,False,,1194.0,,2,4,,,3.0,f,98.0,3,1,research scientist,3,married,2001.0,12549,2,,0.14,3.0,2,3,20.0,2,3.0,5,0,2,1983,True,control
794,False,rarely,287.0,,1,4,,2052.0,3.0,f,62.0,1,1,research scientist,4,married,,8952,1,False,0.12,3.0,4,1,4.0,5,3.0,4,1,1,1988,True,control
795,False,rarely,,,13,2,other,2053.0,4.0,m,46.0,2,2,laboratory technician,2,,,23679,4,,0.13,3.0,1,1,10.0,2,3.0,4,0,3,1994,False,variante
796,False,,,,8,3,,2068.0,2.0,m,82.0,4,2,laboratory technician,3,,4404.0,10228,2,False,0.12,3.0,1,0,,3,4.0,4,1,2,1989,True,control
797,False,rarely,591.0,,2,1,,7.0,1.0,m,40.0,3,1,laboratory technician,2,married,,16632,9,False,0.12,3.0,4,1,6.0,3,3.0,2,2,2,1996,False,variante
798,False,,670.0,research & development,26,1,,16.0,1.0,m,,3,1,research scientist,3,divorced,,15170,1,,0.17,3.0,4,1,5.0,1,2.0,5,4,3,1992,True,control
799,False,rarely,1346.0,,38,2,,18.0,2.0,m,93.0,3,1,laboratory technician,4,divorced,,8758,0,,0.11,3.0,3,1,3.0,2,3.0,2,1,2,1989,,control
800,True,rarely,103.0,research & development,24,3,life sciences,19.0,3.0,m,50.0,2,1,laboratory technician,3,single,,12947,5,True,0.14,3.0,2,0,6.0,4,3.0,4,0,3,1995,True,control
801,False,rarely,334.0,,5,2,,21.0,1.0,m,80.0,4,1,research scientist,2,divorced,,15053,0,True,0.12,3.0,4,2,7.0,5,2.0,6,0,5,1991,,variante
802,False,,371.0,research & development,2,3,life sciences,24.0,4.0,m,45.0,3,1,research scientist,4,single,3944.0,4306,5,True,0.11,3.0,3,0,6.0,3,3.0,3,1,2,1985,True,control
803,False,,673.0,,11,2,,26.0,1.0,f,96.0,4,2,manufacturing director,3,,,8232,0,False,0.18,3.0,4,1,5.0,5,2.0,4,1,3,1999,True,control
804,True,,699.0,,6,1,,31.0,2.0,m,83.0,3,1,research scientist,1,single,2960.0,17102,2,False,0.11,3.0,3,0,,2,3.0,4,1,3,1989,True,variante
805,True,frequently,,research & development,16,1,,33.0,2.0,f,72.0,1,1,research scientist,1,,,4681,1,,0.22,,2,0,,5,3.0,10,6,7,1991,False,variante
806,False,rarely,705.0,,2,4,marketing,38.0,2.0,f,83.0,3,5,manager,1,single,18947.0,22822,3,,0.12,3.0,4,0,22.0,2,2.0,2,2,1,1977,False,variante
807,False,,1459.0,,10,4,other,40.0,4.0,m,41.0,3,2,healthcare representative,4,married,6465.0,19121,2,,0.13,3.0,4,0,,5,4.0,4,1,3,1979,False,control
808,True,rarely,,,3,2,,47.0,1.0,m,86.0,2,1,sales representative,3,married,2683.0,3810,1,,0.14,3.0,3,0,3.0,2,3.0,3,0,2,1973,True,control
809,False,,890.0,,2,3,marketing,49.0,4.0,f,97.0,3,1,sales representative,4,married,2014.0,9687,1,False,0.13,3.0,1,0,2.0,3,3.0,2,2,2,1988,True,control
810,True,,1434.0,,5,4,,65.0,3.0,m,50.0,3,1,laboratory technician,3,single,3441.0,11179,1,True,0.13,,3,0,2.0,3,2.0,2,2,2,1995,True,control
811,False,,1443.0,,22,3,,72.0,,f,47.0,2,2,sales executive,4,married,,21436,7,True,0.19,3.0,3,1,5.0,2,2.0,2,0,0,1997,False,control
812,False,rarely,1142.0,,31,4,,,3.0,f,30.0,3,1,laboratory technician,1,,,16002,3,True,0.15,,3,1,4.0,3,3.0,2,2,2,1988,False,variante
813,False,,664.0,,31,3,medical,88.0,2.0,m,79.0,3,1,research scientist,1,married,,5868,4,False,0.13,3.0,4,1,5.0,2,2.0,3,1,2,1988,True,variante
814,False,rarely,397.0,,20,4,medical,102.0,1.0,m,30.0,3,3,research director,3,,13664.0,25258,4,,0.13,,1,0,,3,4.0,5,0,2,1986,True,control
815,False,rarely,,,38,2,medical,103.0,,m,80.0,3,2,human resources,2,divorced,5021.0,10425,8,True,0.22,4.0,4,1,,2,3.0,4,0,2,1977,True,variante
816,False,rarely,1153.0,,1,2,medical,110.0,1.0,m,94.0,3,2,manufacturing director,2,married,,17736,1,False,0.15,3.0,3,0,,2,3.0,5,1,3,1989,,variante
817,False,rarely,432.0,,9,4,,116.0,4.0,m,96.0,3,1,laboratory technician,4,,,18725,3,,0.23,4.0,2,2,10.0,4,3.0,4,0,3,1972,,control
818,False,rarely,1353.0,sales,3,2,other,128.0,1.0,f,33.0,3,2,sales executive,3,married,,17519,0,False,0.21,4.0,1,1,4.0,2,2.0,3,0,2,1999,True,control
819,False,,489.0,,23,3,,132.0,2.0,m,,3,2,laboratory technician,2,married,,25043,4,,0.12,3.0,3,1,,3,4.0,3,1,2,1979,,variante
820,True,rarely,807.0,,6,4,human resources,133.0,3.0,m,63.0,3,1,human resources,1,divorced,,23648,4,,0.22,4.0,4,0,,3,3.0,3,0,2,1986,,variante
821,False,no,1420.0,,2,4,human resources,,3.0,f,32.0,2,5,manager,4,,18844.0,21922,9,False,0.21,4.0,4,1,,3,3.0,3,2,2,1964,False,control
822,False,,1280.0,,7,1,,143.0,4.0,m,,2,1,research scientist,4,married,,26897,1,False,0.11,3.0,3,2,,2,,2,2,1,1998,,control
823,False,,957.0,,26,3,medical,171.0,2.0,f,72.0,4,1,research scientist,3,single,4739.0,16090,4,,0.12,3.0,4,0,,2,3.0,3,1,2,1980,True,control
824,False,frequently,809.0,,12,3,,,3.0,f,77.0,3,3,sales executive,4,single,,6645,4,False,0.11,3.0,4,0,16.0,3,,2,2,1,1973,False,control
825,True,rarely,542.0,,20,3,,175.0,2.0,f,71.0,1,2,sales executive,3,,,24788,3,True,0.11,3.0,3,1,4.0,2,3.0,2,2,2,1992,,control
826,False,,216.0,research & development,6,2,medical,178.0,2.0,m,84.0,3,2,manufacturing director,2,divorced,,2819,6,False,0.2,4.0,4,2,7.0,0,3.0,3,0,1,1987,False,variante
827,True,frequently,1150.0,,16,4,,179.0,1.0,m,53.0,1,3,manufacturing director,4,,10650.0,25150,2,,0.15,3.0,4,0,18.0,2,3.0,4,0,3,1972,False,control
828,False,,,sales,28,3,life sciences,,1.0,m,41.0,2,2,sales executive,3,,,24835,2,,0.18,3.0,4,0,,3,3.0,2,2,2,1998,False,control
829,False,rarely,364.0,,3,5,technical degree,193.0,4.0,f,32.0,3,2,research scientist,3,,4317.0,2302,3,True,0.2,4.0,2,0,19.0,2,,3,2,2,1985,False,control
830,False,rarely,201.0,research & development,5,3,technical degree,197.0,4.0,f,84.0,3,1,research scientist,1,divorced,,10415,5,False,0.14,,4,1,8.0,3,3.0,3,2,2,1993,True,variante
831,False,,1256.0,,36,1,medical,,,m,80.0,3,1,research scientist,4,married,,11992,1,False,0.24,4.0,1,2,2.0,6,3.0,2,2,2,2001,True,control
832,False,no,691.0,research & development,9,3,medical,218.0,4.0,m,57.0,3,1,research scientist,2,,2024.0,5970,6,,0.18,3.0,4,1,,1,1.0,2,2,2,1996,True,variante
833,False,,440.0,research & development,21,3,medical,221.0,3.0,m,42.0,3,1,research scientist,4,married,,6672,1,False,0.11,3.0,3,1,5.0,2,1.0,5,0,2,1995,True,control
834,False,,1157.0,,17,3,,233.0,3.0,m,51.0,3,1,research scientist,2,,3058.0,13364,0,,0.16,3.0,4,1,6.0,3,2.0,5,1,1,1996,,variante
835,False,rarely,713.0,,8,3,life sciences,241.0,3.0,f,67.0,3,1,research scientist,1,divorced,,13939,4,,0.18,3.0,3,1,,3,,2,2,2,1967,True,variante
836,False,rarely,,,9,2,,245.0,3.0,f,75.0,3,1,laboratory technician,4,single,,6319,1,,0.12,,3,0,,3,,2,2,1,1985,True,control
837,False,rarely,140.0,,12,1,medical,246.0,3.0,f,95.0,3,1,research scientist,4,,3929.0,6984,8,,0.23,4.0,3,1,7.0,0,3.0,4,0,2,1992,True,control
838,False,rarely,629.0,,27,2,medical,247.0,4.0,f,95.0,3,1,research scientist,2,,,5711,2,False,0.15,3.0,4,0,9.0,3,3.0,3,1,2,1989,,variante
839,False,,328.0,research & development,1,3,,249.0,3.0,m,86.0,2,1,laboratory technician,3,,,3425,2,,0.15,3.0,4,1,,2,2.0,3,0,2,1973,False,control
840,False,,1084.0,,13,2,,250.0,4.0,f,,4,2,manufacturing director,1,divorced,,26250,1,False,0.11,3.0,3,2,5.0,3,3.0,4,1,3,1970,False,variante
841,False,frequently,,,24,3,medical,269.0,2.0,f,37.0,3,2,laboratory technician,2,single,4425.0,15986,5,,0.11,3.0,4,0,,5,3.0,6,1,2,1988,True,variante
842,False,frequently,472.0,,1,1,,,3.0,m,60.0,2,2,manufacturing director,1,married,,9679,5,,0.19,3.0,3,1,,1,3.0,2,2,0,1996,False,variante
843,False,,905.0,,38,2,,,3.0,m,99.0,3,2,laboratory technician,4,married,,16523,8,,0.15,3.0,3,1,,2,4.0,7,3,7,1983,,control
844,False,,1136.0,,22,3,life sciences,,,m,60.0,4,1,research scientist,2,,2328.0,12392,1,,0.16,3.0,1,1,4.0,2,2.0,4,2,2,2001,False,variante
845,False,,1151.0,,10,5,life sciences,287.0,4.0,m,63.0,2,2,healthcare representative,4,,,14242,9,False,0.14,3.0,4,1,5.0,5,1.0,3,0,2,1983,True,control
846,False,,644.0,,1,4,,288.0,4.0,m,,3,3,healthcare representative,1,,,12368,7,False,0.16,3.0,3,1,17.0,3,3.0,4,0,3,1977,True,variante
847,True,,1005.0,,3,3,technical degree,297.0,4.0,f,88.0,3,1,research scientist,1,,2657.0,8556,5,True,0.11,3.0,3,0,8.0,5,3.0,5,0,4,1993,,variante
848,True,,992.0,,1,3,,,3.0,m,85.0,3,1,research scientist,3,single,,19757,0,,0.14,3.0,4,0,,1,2.0,6,1,5,1994,False,control
849,False,,1147.0,,3,3,,303.0,4.0,f,52.0,3,2,sales executive,1,married,5940.0,17011,2,,0.14,3.0,4,1,16.0,4,3.0,6,0,5,1969,False,variante
850,False,rarely,147.0,research & development,4,4,,305.0,3.0,f,47.0,2,1,research scientist,2,married,2622.0,13248,6,,0.21,4.0,4,0,,3,3.0,3,1,1,1990,True,variante
851,False,rarely,1323.0,,2,3,,316.0,3.0,f,89.0,2,1,laboratory technician,4,single,3212.0,3300,7,,0.15,3.0,2,0,,3,2.0,2,2,2,1971,,control
852,False,rarely,818.0,human resources,6,2,medical,,2.0,m,,3,1,human resources,3,married,,25657,8,,0.17,3.0,4,0,,2,2.0,2,2,2,1964,False,control
853,True,,515.0,,1,3,,,4.0,m,62.0,2,1,laboratory technician,3,single,,9571,0,,0.14,3.0,4,0,4.0,2,1.0,3,1,2,1991,,control
854,False,,1431.0,,24,4,medical,332.0,,f,96.0,3,1,laboratory technician,3,divorced,,15417,7,False,0.14,3.0,3,3,7.0,1,3.0,3,1,2,1984,False,control
855,False,no,976.0,,26,4,marketing,,3.0,m,100.0,3,2,sales executive,4,,,12069,0,False,0.18,3.0,1,0,4.0,2,3.0,3,2,2,1991,,control
856,False,,1327.0,,3,4,medical,337.0,2.0,m,73.0,3,3,research director,3,divorced,,13523,9,False,0.12,3.0,1,1,,3,3.0,2,2,2,1992,,control
857,False,rarely,832.0,,5,4,life sciences,338.0,3.0,f,63.0,2,1,research scientist,4,married,2911.0,14776,1,,0.13,3.0,3,1,2.0,2,2.0,2,0,2,1990,True,control
858,False,,1199.0,,23,4,life sciences,341.0,1.0,m,77.0,4,2,manufacturing director,3,,,5118,4,,0.17,3.0,4,1,9.0,1,3.0,3,0,2,1978,True,control
859,False,,916.0,research & development,17,2,,347.0,4.0,f,82.0,4,2,research scientist,1,single,,23016,3,True,0.13,3.0,3,0,,1,3.0,3,0,2,1981,,variante
860,False,,1247.0,,19,2,marketing,349.0,4.0,m,45.0,3,2,sales executive,4,divorced,6931.0,10732,2,False,0.14,3.0,4,1,,2,3.0,3,0,2,1994,False,control
861,False,rarely,685.0,,1,3,,350.0,1.0,f,62.0,3,2,manufacturing director,3,married,,7505,0,False,0.12,3.0,4,2,5.0,3,3.0,4,1,2,1998,False,control
862,False,,128.0,,2,1,,362.0,4.0,m,84.0,2,2,laboratory technician,1,,2176.0,19737,4,False,0.13,3.0,4,0,9.0,5,3.0,6,0,4,1991,False,variante
863,False,rarely,1158.0,,9,3,,,4.0,m,94.0,3,1,research scientist,4,married,,2613,1,False,0.23,4.0,4,1,,3,,5,0,4,1995,True,control
864,False,rarely,996.0,,3,2,,379.0,4.0,m,100.0,2,1,research scientist,3,single,3230.0,10531,1,False,0.17,3.0,1,0,,4,4.0,3,1,0,2002,False,control
865,False,no,728.0,,1,4,medical,380.0,1.0,f,80.0,3,3,research director,4,divorced,,11677,2,True,0.18,3.0,1,2,,2,3.0,5,0,2,1986,False,control
866,False,rarely,688.0,,23,4,life sciences,393.0,4.0,m,82.0,3,2,healthcare representative,4,,,18899,9,,0.14,3.0,2,1,,2,3.0,2,1,2,1985,False,control
867,True,rarely,1449.0,,16,4,medical,394.0,1.0,m,45.0,3,1,laboratory technician,2,divorced,,14180,2,True,0.13,3.0,4,1,,2,3.0,3,0,2,1997,False,variante
868,False,,636.0,,10,4,life sciences,396.0,3.0,f,,3,5,research director,1,single,18665.0,25594,9,True,0.11,3.0,4,0,,4,3.0,3,1,2,1974,,variante
869,False,frequently,444.0,sales,5,3,,,4.0,f,84.0,3,1,sales representative,2,divorced,2789.0,3909,1,,0.11,3.0,3,1,2.0,5,2.0,2,2,2,1992,,variante
870,False,frequently,889.0,,9,3,medical,403.0,2.0,m,53.0,3,1,research scientist,4,married,,11411,1,,0.12,3.0,3,3,,3,2.0,4,1,2,1986,False,control
871,False,rarely,691.0,research & development,11,4,,423.0,,m,86.0,3,1,research scientist,4,married,,10077,0,,0.12,3.0,3,1,,4,3.0,5,0,3,1992,True,control
872,False,rarely,106.0,,2,3,human resources,424.0,1.0,m,62.0,2,2,human resources,1,,6410.0,17822,3,False,0.12,3.0,4,0,,1,3.0,2,1,0,1992,False,variante
873,False,,,research & development,2,4,,,3.0,m,32.0,3,1,research scientist,4,,,7747,0,,0.18,3.0,2,1,3.0,2,1.0,2,2,2,1992,,control
874,True,,723.0,,17,4,medical,433.0,,m,85.0,2,2,research scientist,2,,4941.0,17747,2,False,0.15,,1,0,11.0,3,2.0,8,7,7,1971,False,variante
875,True,,1157.0,,2,4,medical,440.0,1.0,m,84.0,1,1,research scientist,4,married,,24737,5,True,0.13,3.0,4,0,,4,2.0,3,2,2,1995,,control
876,False,rarely,1482.0,,5,5,,447.0,4.0,m,42.0,3,5,research director,3,married,,16375,4,,0.11,3.0,2,1,21.0,2,3.0,3,1,1,1976,False,control
877,False,,738.0,,9,5,other,455.0,2.0,m,30.0,2,1,laboratory technician,4,,3983.0,7621,0,False,0.17,3.0,3,0,4.0,2,,3,2,2,1994,,control
878,False,,1192.0,,5,2,medical,460.0,4.0,m,61.0,3,2,manufacturing director,4,,6347.0,23177,7,False,0.16,3.0,3,2,8.0,2,2.0,6,0,4,1986,True,control
879,False,,1309.0,,26,1,,465.0,3.0,m,83.0,3,1,research scientist,4,,2904.0,16092,1,,0.12,3.0,3,2,,2,2.0,4,0,2,2000,False,control
880,False,rarely,544.0,human resources,2,1,,470.0,3.0,m,52.0,3,1,human resources,3,divorced,2696.0,24017,0,True,0.11,3.0,3,1,4.0,5,3.0,3,1,0,1981,False,control
881,False,,641.0,sales,25,2,,475.0,4.0,f,85.0,3,2,sales executive,3,,,6069,7,,0.12,3.0,2,1,4.0,2,4.0,2,2,2,1993,False,control
882,True,,756.0,,31,1,,478.0,1.0,f,99.0,2,1,sales representative,2,single,2174.0,9150,1,,0.11,3.0,3,0,3.0,3,3.0,3,1,2,2002,True,variante
883,False,rarely,593.0,,1,4,medical,482.0,4.0,m,88.0,3,2,healthcare representative,3,,6755.0,2967,2,False,0.11,3.0,3,0,,2,3.0,3,1,2,1966,True,control
884,False,,895.0,,9,2,,,1.0,m,39.0,3,1,sales representative,4,single,,2851,1,,0.24,4.0,3,0,3.0,3,2.0,3,2,2,2002,True,control
885,False,rarely,408.0,,9,4,life sciences,,3.0,m,42.0,2,1,research scientist,2,,2657.0,7551,0,,0.16,3.0,4,0,3.0,5,3.0,2,2,2,1992,,variante
886,False,,1283.0,research & development,17,3,,495.0,,m,54.0,3,1,research scientist,4,,,18168,9,False,0.16,,4,0,6.0,4,3.0,3,1,2,1994,False,control
887,False,rarely,1469.0,,1,2,,,4.0,m,82.0,3,1,laboratory technician,2,,,17881,1,False,0.11,3.0,2,1,5.0,2,3.0,5,0,4,1996,True,variante
888,False,rarely,1261.0,,7,3,other,,2.0,m,31.0,2,3,healthcare representative,3,single,10965.0,12066,8,False,0.24,4.0,3,0,,2,3.0,5,0,0,1974,True,control
889,False,rarely,329.0,,2,3,,501.0,4.0,f,96.0,3,1,research scientist,3,married,2543.0,11868,4,False,0.13,3.0,2,1,,3,3.0,2,2,2,1987,True,control
890,True,no,1362.0,,19,3,marketing,502.0,1.0,m,67.0,4,2,sales executive,4,,5304.0,4652,8,True,0.13,3.0,2,0,,3,2.0,5,0,4,1989,True,control
891,False,,1371.0,,10,4,marketing,507.0,4.0,f,77.0,3,2,sales executive,3,divorced,,5915,1,True,0.12,3.0,4,1,,2,4.0,5,0,3,1999,,control
892,False,,201.0,,1,4,,517.0,2.0,f,,3,1,laboratory technician,1,,,20490,3,False,0.16,3.0,2,1,8.0,5,3.0,5,1,2,1981,True,variante
893,False,,821.0,,5,2,medical,522.0,1.0,m,86.0,3,5,research director,1,married,19406.0,8509,4,,0.11,3.0,3,1,24.0,4,2.0,4,1,2,1969,False,variante
894,False,,1381.0,,4,4,,523.0,3.0,f,72.0,3,2,sales executive,3,married,6538.0,12740,9,False,0.15,3.0,1,1,,3,3.0,3,1,2,1989,True,control
895,False,,313.0,,21,3,,525.0,4.0,m,61.0,3,1,laboratory technician,4,,2258.0,15238,7,,0.2,4.0,1,1,,1,3.0,3,1,2,1980,,control
896,False,rarely,1473.0,,8,4,other,526.0,3.0,f,74.0,3,2,healthcare representative,3,,,2227,4,True,0.14,3.0,4,0,,3,3.0,5,0,2,1980,True,control
897,False,rarely,329.0,,1,2,,530.0,4.0,m,98.0,2,1,laboratory technician,1,married,2218.0,16193,1,False,0.12,3.0,3,1,4.0,3,,4,3,2,1992,False,variante
898,True,rarely,688.0,,3,3,medical,,1.0,m,91.0,3,1,laboratory technician,1,married,,9396,5,False,0.13,3.0,3,1,6.0,5,,2,0,2,1998,True,variante
899,False,,192.0,,10,2,life sciences,544.0,1.0,m,69.0,3,1,research scientist,4,married,2654.0,9655,3,False,0.21,,4,2,8.0,3,2.0,2,0,2,1978,True,control
900,False,rarely,1490.0,,4,2,life sciences,,4.0,f,,3,4,manager,4,married,,10310,2,False,0.13,3.0,4,0,31.0,2,1.0,5,1,4,1971,False,control
901,True,frequently,296.0,,6,2,,555.0,4.0,f,33.0,1,1,sales representative,3,,,12253,0,False,0.16,3.0,4,1,3.0,3,2.0,2,1,0,1989,,control
902,False,rarely,1349.0,,23,3,life sciences,,1.0,f,90.0,3,1,research scientist,4,divorced,,3032,1,False,0.22,4.0,2,2,,3,1.0,3,0,2,1997,True,control
903,False,,986.0,,3,4,,564.0,2.0,m,93.0,2,3,research director,3,,11935.0,21526,1,False,0.18,3.0,3,0,,2,3.0,10,0,7,1994,True,control
904,True,,408.0,,25,5,technical degree,,3.0,f,71.0,2,1,research scientist,2,married,2546.0,18300,5,False,0.16,3.0,2,0,6.0,2,4.0,2,1,1,1994,False,variante
905,False,,1009.0,,2,3,life sciences,,1.0,m,51.0,3,4,research director,3,married,17861.0,2288,6,False,0.13,3.0,3,0,,2,1.0,3,0,1,1977,False,control
906,False,,1125.0,,10,3,marketing,580.0,3.0,f,94.0,2,3,sales executive,4,,,11563,2,,0.19,3.0,3,1,15.0,3,3.0,3,1,2,1977,False,control
907,False,rarely,413.0,sales,7,1,marketing,585.0,4.0,m,57.0,3,1,sales representative,2,single,,18398,0,,0.14,3.0,1,0,,3,3.0,3,1,2,1993,,variante
908,True,frequently,988.0,human resources,23,3,,,2.0,f,43.0,3,3,human resources,1,divorced,,11533,9,True,0.15,3.0,3,3,,2,3.0,3,0,2,1989,False,variante
909,False,,1474.0,,5,2,other,591.0,2.0,m,97.0,3,1,laboratory technician,3,married,,9260,4,False,0.17,3.0,4,1,,4,,2,2,0,1981,True,control
910,True,,1368.0,research & development,25,1,technical degree,593.0,3.0,m,99.0,2,1,laboratory technician,3,single,3894.0,9129,5,False,0.16,3.0,3,0,4.0,3,3.0,2,1,2,2001,True,control
