,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,DateBirth,RemoteWork
831,False,,1256.0,,36,1,Medical,,,M,80,3,1, rESeaRCh SCienTISt ,4,married,,11992,1,False,0.24,4.0,1,2,2.0,6,3.0,2,2,2,2001,True
832,False,no,691.0, Research & Development ,9,3,Medical,218.0,4.0,M,57,3,1, ReseArch sCienTiST ,2,,2024.0,5970,6,,0.18,3.0,4,1,,1,1.0,2,2,2,1996,True
833,False,,440.0, Research & Development ,21,3,Medical,221.0,3.0,M,42,3,1, ReSEarcH SCiEnTISt ,4,Married,,6672,1,False,0.11,3.0,3,1,5.0,2,1.0,5,0,2,1995,True
834,False,,1157.0,,17,3,,233.0,3.0,M,51,3,1, ReSeaRCH SciEntIst ,2,,3058.0,13364,0,,0.16,3.0,4,1,6.0,3,2.0,5,1,1,1996,
835,False,rarely,713.0,,8,3,Life Sciences,241.0,3.0,F,67,3,1, REseaRcH scientist ,1,Divorced,,13939,4,,0.18,3.0,3,1,,3,,2,2,2,1967,True
836,False,rarely,,,9,2,,245.0,3.0,F,75,3,1, lABORatOry teCHNICiAN ,4,Single,,6319,1,,0.12,,3,0,,3,,2,2,1,1985,True
837,False,rarely,140.0,,12,1,Medical,246.0,3.0,F,95,3,1, ReseArcH ScIEnTIst ,4,,3929.0,6984,8,,0.23,4.0,3,1,7.0,0,3.0,4,0,2,1992,True
838,False,rarely,629.0,,27,2,Medical,247.0,4.0,F,95,3,1, RESEarcH sciEnTIsT ,2,,,5711,2,False,0.15,3.0,4,0,9.0,3,3.0,3,1,2,1989,
839,False,,328.0, Research & Development ,1,3,,249.0,3.0,M,86,2,1, laBORATORY tECHNiciAN ,3,,,3425,2,,0.15,3.0,4,1,,2,2.0,3,0,2,1973,False
840,False,,1084.0,,13,2,,250.0,4.0,F,,4,2, mAnufACTuRInG dIReCtoR ,1,divorced,,26250,1,False,0.11,3.0,3,2,5.0,3,3.0,4,1,3,1970,False
841,False,frequently,,,24,3,Medical,269.0,2.0,F,37,3,2, laborAToRy teCHnIcIAn ,2,Single,4425.0,15986,5,,0.11,3.0,4,0,,5,3.0,6,1,2,1988,True
842,False,frequently,472.0,,1,1,,,3.0,M,60,2,2, manuFactuRinG DIrECtor ,1,Married,,9679,5,,0.19,3.0,3,1,,1,3.0,2,2,0,1996,False
843,False,,905.0,,38,2,,,3.0,M,99,3,2, lAborAToRY tEChnIciAN ,4,Married,,16523,8,,0.15,3.0,3,1,,2,4.0,7,3,7,1983,
844,False,,1136.0,,22,3,Life Sciences,,,M,60,4,1, researCH SCientist ,2,,2328.0,12392,1,,0.16,3.0,1,1,4.0,2,2.0,4,2,2,2001,False
845,False,,1151.0,,10,5,Life Sciences,287.0,4.0,M,63,2,2, hEaltHcare rEpREseNTatiVE ,4,,,14242,9,False,0.14,3.0,4,1,5.0,5,1.0,3,0,2,1983,True
846,False,,644.0,,1,4,,288.0,4.0,M,,3,3, HealThcARe repReSeNTAtivE ,1,,,12368,7,False,0.16,3.0,3,1,17.0,3,3.0,4,0,3,1977,True
847,True,,1005.0,,3,3,Technical Degree,297.0,4.0,F,88,3,1, ReSeArcH ScIenTIsT ,1,,2657.0,8556,5,True,0.11,3.0,3,0,8.0,5,3.0,5,0,4,1993,
848,True,,992.0,,1,3,,,3.0,M,85,3,1, ResEARCh SCIENtIsT ,3,Single,,19757,0,,0.14,3.0,4,0,,1,2.0,6,1,5,1994,False
849,False,,1147.0,,3,3,,303.0,4.0,F,52,3,2, SALEs eXecuTivE ,1,Married,5940.0,17011,2,,0.14,3.0,4,1,16.0,4,3.0,6,0,5,1969,False
850,False,rarely,147.0, Research & Development ,4,4,,305.0,3.0,F,47,2,1, rESeArCH sCIeNtISt ,2,Married,2622.0,13248,6,,0.21,4.0,4,0,,3,3.0,3,1,1,1990,True
851,False,rarely,1323.0,,2,3,,316.0,3.0,F,89,2,1, LabOraTory teChnICiAN ,4,Single,3212.0,3300,7,,0.15,3.0,2,0,,3,2.0,2,2,2,1971,
852,False,rarely,818.0, Human Resources ,6,2,Medical,,2.0,M,,3,1, humAN resoURCEs ,3,Married,,25657,8,,0.17,3.0,4,0,,2,2.0,2,2,2,1964,False
853,True,,515.0,,1,3,,,4.0,M,62,2,1, lABorATORy tEChnIcian ,3,Single,,9571,0,,0.14,3.0,4,0,4.0,2,1.0,3,1,2,1991,
854,False,,1431.0,,24,4,Medical,332.0,,F,96,3,1, LaBoRaTOrY teChNICiaN ,3,Divorced,,15417,7,False,0.14,3.0,3,3,7.0,1,3.0,3,1,2,1984,False
855,False,no,976.0,,26,4,Marketing,,3.0,M,100,3,2, sALEs execUTiVE ,4,,,12069,0,False,0.18,3.0,1,0,4.0,2,3.0,3,2,2,1991,
856,False,,1327.0,,3,4,Medical,337.0,2.0,M,73,3,3, REsearCH DirECtOR ,3,Divorced,,13523,9,False,0.12,3.0,1,1,,3,3.0,2,2,2,1992,
857,False,rarely,832.0,,5,4,Life Sciences,338.0,3.0,F,63,2,1, ResEaRch sciEnTIsT ,4,Married,2911.0,14776,1,,0.13,3.0,3,1,2.0,2,2.0,2,0,2,1990,True
858,False,,1199.0,,23,4,Life Sciences,341.0,1.0,M,77,4,2, mANuFActUrIng DireCTor ,3,,,5118,4,,0.17,3.0,4,1,9.0,1,3.0,3,0,2,1978,True
859,False,,916.0, Research & Development ,17,2,,347.0,4.0,F,82,4,2, REseARCh scieNTIsT ,1,Single,,23016,3,True,0.13,3.0,3,0,,1,3.0,3,0,2,1981,
860,False,,1247.0,,19,2,Marketing,349.0,4.0,M,45,3,2, sAleS ExeCUtIVe ,4,Divorced,6931.0,10732,2,False,0.14,3.0,4,1,,2,3.0,3,0,2,1994,False
861,False,rarely,685.0,,1,3,,350.0,1.0,F,62,3,2, mAnUFacTuriNg dIRECTOR ,3,Married,,7505,0,False,0.12,3.0,4,2,5.0,3,3.0,4,1,2,1998,False
862,False,,128.0,,2,1,,362.0,4.0,M,84,2,2, lABoratorY TEChniciAN ,1,,2176.0,19737,4,False,0.13,3.0,4,0,9.0,5,3.0,6,0,4,1991,False
863,False,rarely,1158.0,,9,3,,,4.0,M,94,3,1, rEsEarch ScIENTiSt ,4,Married,,2613,1,False,0.23,4.0,4,1,,3,,5,0,4,1995,True
864,False,rarely,996.0,,3,2,,379.0,4.0,M,100,2,1, reseArcH sciENTIst ,3,Single,3230.0,10531,1,False,0.17,3.0,1,0,,4,4.0,3,1,0,2002,False
865,False,no,728.0,,1,4,Medical,380.0,1.0,F,80,3,3, RESEarCh DireCTor ,4,divorced,,11677,2,True,0.18,3.0,1,2,,2,3.0,5,0,2,1986,False
866,False,rarely,688.0,,23,4,Life Sciences,393.0,4.0,M,82,3,2, HEaltHcARe REprEsEnTaTIVE ,4,,,18899,9,,0.14,3.0,2,1,,2,3.0,2,1,2,1985,False
867,True,rarely,1449.0,,16,4,Medical,394.0,1.0,M,45,3,1, lABOratOry teCHNiCIan ,2,Divorced,,14180,2,True,0.13,3.0,4,1,,2,3.0,3,0,2,1997,False
868,False,,636.0,,10,4,Life Sciences,396.0,3.0,F,,3,5, ReSEaRCh DIrECTOr ,1,Single,18665.0,25594,9,True,0.11,3.0,4,0,,4,3.0,3,1,2,1974,
869,False,frequently,444.0, Sales ,5,3,,,4.0,F,84,3,1, SaLeS REPRESENtATIvE ,2,Divorced,2789.0,3909,1,,0.11,3.0,3,1,2.0,5,2.0,2,2,2,1992,
870,False,frequently,889.0,,9,3,Medical,403.0,2.0,M,53,3,1, REseARch sCIENtIst ,4,Married,,11411,1,,0.12,3.0,3,3,,3,2.0,4,1,2,1986,False
871,False,rarely,691.0, Research & Development ,11,4,,423.0,,M,86,3,1, ResEArch SciEntiST ,4,married,,10077,0,,0.12,3.0,3,1,,4,3.0,5,0,3,1992,True
872,False,rarely,106.0,,2,3,Human Resources,424.0,1.0,M,62,2,2, hUmAN rESOuRCEs ,1,,6410.0,17822,3,False,0.12,3.0,4,0,,1,3.0,2,1,0,1992,False
873,False,,, Research & Development ,2,4,,,3.0,M,32,3,1, ReSEaRCh SCIEnTist ,4,,,7747,0,,0.18,3.0,2,1,3.0,2,1.0,2,2,2,1992,
874,True,,723.0,,17,4,Medical,433.0,,M,85,2,2, reSeARcH SCienTist ,2,,4941.0,17747,2,False,0.15,,1,0,11.0,3,2.0,8,7,7,1971,False
875,True,,1157.0,,2,4,Medical,440.0,1.0,M,84,1,1, rESEARCH scieNTiST ,4,Married,,24737,5,True,0.13,3.0,4,0,,4,2.0,3,2,2,1995,
876,False,rarely,1482.0,,5,5,,447.0,4.0,M,42,3,5, rEsEArcH dirECtoR ,3,Married,,16375,4,,0.11,3.0,2,1,21.0,2,3.0,3,1,1,1976,False
877,False,,738.0,,9,5,Other,455.0,2.0,M,30,2,1, lAborATorY TecHNIciAN ,4,,3983.0,7621,0,False,0.17,3.0,3,0,4.0,2,,3,2,2,1994,
878,False,,1192.0,,5,2,Medical,460.0,4.0,M,61,3,2, ManUFaCTURing dIRectOR ,4,,6347.0,23177,7,False,0.16,3.0,3,2,8.0,2,2.0,6,0,4,1986,True
879,False,,1309.0,,26,1,,465.0,3.0,M,83,3,1, REsEaRch scIeNtIsT ,4,,2904.0,16092,1,,0.12,3.0,3,2,,2,2.0,4,0,2,2000,False
880,False,rarely,544.0, Human Resources ,2,1,,470.0,3.0,M,52,3,1, hUmAn REsOurCES ,3,Divorced,2696.0,24017,0,True,0.11,3.0,3,1,4.0,5,3.0,3,1,0,1981,False
881,False,,641.0, Sales ,25,2,,475.0,4.0,F,85,3,2, sALeS EXecuTIVe ,3,,,6069,7,,0.12,3.0,2,1,4.0,2,4.0,2,2,2,1993,False
882,True,,756.0,,31,1,,478.0,1.0,F,99,2,1, sALEs rEPrESENtaTIVE ,2,Single,2174.0,9150,1,,0.11,3.0,3,0,3.0,3,3.0,3,1,2,2002,True
883,False,rarely,593.0,,1,4,Medical,482.0,4.0,M,88,3,2, heaLtHcare REpRESEntAtIvE ,3,,6755.0,2967,2,False,0.11,3.0,3,0,,2,3.0,3,1,2,1966,True
884,False,,895.0,,9,2,,,1.0,M,39,3,1, sALes rePrESenTaTiVe ,4,Single,,2851,1,,0.24,4.0,3,0,3.0,3,2.0,3,2,2,2002,True
885,False,rarely,408.0,,9,4,Life Sciences,,3.0,M,42,2,1, resEaRCH SCieNtiSt ,2,,2657.0,7551,0,,0.16,3.0,4,0,3.0,5,3.0,2,2,2,1992,
886,False,,1283.0, Research & Development ,17,3,,495.0,,M,54,3,1, ReseArCh SciENTIsT ,4,,,18168,9,False,0.16,,4,0,6.0,4,3.0,3,1,2,1994,False
887,False,rarely,1469.0,,1,2,,,4.0,M,82,3,1, LaBoRatORY TECHNiCian ,2,,,17881,1,False,0.11,3.0,2,1,5.0,2,3.0,5,0,4,1996,True
888,False,rarely,1261.0,,7,3,Other,,2.0,M,31,2,3, hEalTHcare ReprEseNtAtIve ,3,Single,10965.0,12066,8,False,0.24,4.0,3,0,,2,3.0,5,0,0,1974,True
889,False,rarely,329.0,,2,3,,501.0,4.0,F,96,3,1, rESeaRCh ScIentISt ,3,Married,2543.0,11868,4,False,0.13,3.0,2,1,,3,3.0,2,2,2,1987,True
890,True,no,1362.0,,19,3,Marketing,502.0,1.0,M,67,4,2, sAleS EXeCUtiVe ,4,,5304.0,4652,8,True,0.13,3.0,2,0,,3,2.0,5,0,4,1989,True
891,False,,1371.0,,10,4,Marketing,507.0,4.0,F,77,3,2, SALES exeCuTIve ,3,Divorced,,5915,1,True,0.12,3.0,4,1,,2,4.0,5,0,3,1999,
892,False,,201.0,,1,4,,517.0,2.0,F,,3,1, lABOrAToRY TECHnIciAN ,1,,,20490,3,False,0.16,3.0,2,1,8.0,5,3.0,5,1,2,1981,True
893,False,,821.0,,5,2,Medical,522.0,1.0,M,86,3,5, REsEarCh DirECtOr ,1,Married,19406.0,8509,4,,0.11,3.0,3,1,24.0,4,2.0,4,1,2,1969,False
894,False,,1381.0,,4,4,,523.0,3.0,F,72,3,2, SaLes exEcUtiVE ,3,Married,6538.0,12740,9,False,0.15,3.0,1,1,,3,3.0,3,1,2,1989,True
895,False,,313.0,,21,3,,525.0,4.0,M,61,3,1, LABORATOry TecHNIciAN ,4,,2258.0,15238,7,,0.2,4.0,1,1,,1,3.0,3,1,2,1980,
896,False,rarely,1473.0,,8,4,Other,526.0,3.0,F,74,3,2, hEAlTHCaRe ReprESEnTaTive ,3,,,2227,4,True,0.14,3.0,4,0,,3,3.0,5,0,2,1980,True
897,False,rarely,329.0,,1,2,,530.0,4.0,M,98,2,1, LABOrAtORY teChNicIaN ,1,Married,2218.0,16193,1,False,0.12,3.0,3,1,4.0,3,,4,3,2,1992,False
898,True,rarely,688.0,,3,3,Medical,,1.0,M,91,3,1, LaBoRATorY tEChniCIAN ,1,Married,,9396,5,False,0.13,3.0,3,1,6.0,5,,2,0,2,1998,True
899,False,,192.0,,10,2,Life Sciences,544.0,1.0,M,69,3,1, reseARch scIEnTIst ,4,Married,2654.0,9655,3,False,0.21,,4,2,8.0,3,2.0,2,0,2,1978,True
900,False,rarely,1490.0,,4,2,Life Sciences,,4.0,F,,3,4, MAnAGeR ,4,Married,,10310,2,False,0.13,3.0,4,0,31.0,2,1.0,5,1,4,1971,False
901,True,frequently,296.0,,6,2,,555.0,4.0,F,33,1,1, saLES REPrEsentATivE ,3,,,12253,0,False,0.16,3.0,4,1,3.0,3,2.0,2,1,0,1989,
902,False,rarely,1349.0,,23,3,Life Sciences,,1.0,F,90,3,1, REseARcH sCiENTist ,4,Divorced,,3032,1,False,0.22,4.0,2,2,,3,1.0,3,0,2,1997,True
903,False,,986.0,,3,4,,564.0,2.0,M,93,2,3, rEseArch DiRECTOr ,3,,11935.0,21526,1,False,0.18,3.0,3,0,,2,3.0,10,0,7,1994,True
904,True,,408.0,,25,5,Technical Degree,,3.0,F,71,2,1, rEseARcH sCIENTIST ,2,Married,2546.0,18300,5,False,0.16,3.0,2,0,6.0,2,4.0,2,1,1,1994,False
905,False,,1009.0,,2,3,Life Sciences,,1.0,M,51,3,4, RESEaRCh dIreCtOr ,3,Married,17861.0,2288,6,False,0.13,3.0,3,0,,2,1.0,3,0,1,1977,False
906,False,,1125.0,,10,3,Marketing,580.0,3.0,F,94,2,3, Sales EXeCutIvE ,4,,,11563,2,,0.19,3.0,3,1,15.0,3,3.0,3,1,2,1977,False
907,False,rarely,413.0, Sales ,7,1,Marketing,585.0,4.0,M,57,3,1, sALes rEprESentAtIvE ,2,Single,,18398,0,,0.14,3.0,1,0,,3,3.0,3,1,2,1993,
908,True,frequently,988.0, Human Resources ,23,3,,,2.0,F,43,3,3, humaN reSOUrcEs ,1,Divorced,,11533,9,True,0.15,3.0,3,3,,2,3.0,3,0,2,1989,False
909,False,,1474.0,,5,2,Other,591.0,2.0,M,97,3,1, lAbOratOrY teCHnICiaN ,3,Married,,9260,4,False,0.17,3.0,4,1,,4,,2,2,0,1981,True
910,True,,1368.0, Research & Development ,25,1,Technical Degree,593.0,3.0,M,99,2,1, lAboRatOrY TechNiCiAn ,3,Single,3894.0,9129,5,False,0.16,3.0,3,0,4.0,3,3.0,2,1,2,2001,True
911,False,rarely,232.0,,19,3,Technical Degree,611.0,4.0,M,34,3,2, MAnUfACturINg DIrecTOR ,4,Divorced,4262.0,22645,4,False,0.12,3.0,2,2,8.0,2,4.0,3,1,2,1994,True
912,False,frequently,1034.0, Research & Development ,18,1,Medical,624.0,1.0,F,86,3,3, HeAlthcaRE rEPrEseNTaTIVE ,3,Married,10527.0,8984,5,False,0.11,3.0,4,0,,3,2.0,2,1,2,1977,True
913,True,,1474.0, Sales ,11,4,Other,631.0,4.0,M,,4,2, sALeS eXecuTIvE ,3,,,23914,8,,0.12,3.0,4,0,,2,3.0,4,1,2,1991,True
914,False,,,,24,3,Medical,632.0,4.0,M,38,3,1, SALes REpResENTaTIVE ,4,,2400.0,5530,0,False,0.13,3.0,3,2,3.0,3,3.0,2,2,1,1999,False
915,False,rarely,538.0,,25,2,,652.0,1.0,M,54,2,2, LabOrAtOrY TechNIcIaN ,4,Single,3681.0,14004,4,False,0.14,3.0,4,0,,3,3.0,3,0,2,1988,False
916,False,,622.0,,2,4,Life Sciences,659.0,3.0,F,81,3,2, healTHCaRe rePreSenTAtiVE ,4,Married,,5718,1,False,0.13,3.0,2,2,10.0,4,3.0,10,2,2,1981,True
917,False,rarely,1236.0,,1,4,,664.0,4.0,F,40,2,4, ManageR ,1,Married,,17997,7,False,0.11,3.0,1,1,21.0,3,1.0,3,0,2,1975,True
918,False,rarely,1112.0,,1,4,,665.0,1.0,F,50,2,2, hUMaN rESOuRCeS ,3,,,26894,4,False,0.11,,2,0,10.0,1,4.0,2,0,2,1979,
919,False,,204.0, Sales ,14,3,,666.0,3.0,F,31,3,1, SALeS RepREsEnTatiVe ,3,,,2912,1,True,0.18,3.0,4,2,8.0,3,3.0,8,0,6,1989,
920,False,,1343.0,,22,1,Technical Degree,,3.0,M,49,3,1, SalES RePrESenTAtiVe ,3,,3447.0,24444,1,,0.11,,3,0,,2,3.0,3,1,2,2002,
921,False,rarely,1315.0,,3,4,,671.0,4.0,M,35,3,5, MaNaGeR ,4,,19513.0,9358,4,,0.12,3.0,1,1,26.0,2,4.0,2,0,1,1979,True
922,False,rarely,,,6,1,Medical,675.0,1.0,M,69,3,1, rEsEArcH scIeNTiSt ,3,Married,,12145,0,,0.2,4.0,4,0,,3,3.0,2,2,2,2001,
923,False,rarely,991.0,,6,3,,686.0,3.0,F,71,3,1, LABOraTOry TECHNiCIAn ,4,,2659.0,17759,1,True,0.13,,3,1,,2,3.0,3,0,2,1997,False
924,False,,913.0,,9,2,Medical,699.0,2.0,M,48,2,2, mAnuFACturiNG dIreCtoR ,2,,8847.0,13934,2,True,0.11,3.0,3,1,13.0,2,3.0,3,0,2,1987,True
925,False,,1115.0,,3,4,Medical,,1.0,M,54,2,1, researCh ScIeNtIsT ,4,Single,2045.0,15174,0,,0.13,3.0,4,0,5.0,0,3.0,4,1,1,1996,
926,False,rarely,885.0,,4,3,,705.0,1.0,M,58,4,1, reSearCH sCIEnTIst ,1,,,8544,2,,0.16,3.0,1,1,5.0,3,4.0,3,0,2,2000,False
927,False,,810.0,,8,3,Life Sciences,707.0,4.0,M,57,4,2, SaLeS eXeCuTIve ,2,,4851.0,15678,0,False,0.22,4.0,3,1,4.0,4,3.0,3,1,2,1998,False
928,False,,817.0,,14,1,,712.0,,M,56,4,2, sAles EXEcuTIVE ,2,married,8120.0,18597,3,,0.12,3.0,4,0,,3,3.0,2,2,2,1975,True
929,True,rarely,693.0,,3,2,Life Sciences,,1.0,F,65,3,2, SALes EXECUTivE ,3,Single,4577.0,24785,9,False,0.14,3.0,1,0,,3,3.0,2,2,0,1999,True
930,False,rarely,1179.0,,16,4,,732.0,1.0,M,84,3,2, SaLES EXecutIvE ,1,Single,5405.0,11924,8,False,0.14,3.0,4,0,10.0,1,3.0,2,2,2,1963,False
931,False,,316.0,,8,4,Marketing,738.0,4.0,M,54,3,1, SALES rEPrESENtaTIVE ,2,Married,,9983,7,False,0.15,3.0,4,1,4.0,2,3.0,2,2,2,1973,
932,False,no,381.0,,24,3,,744.0,1.0,M,49,1,1, lAboRATOrY tEChNiCiaN ,3,Single,3708.0,2104,2,,0.14,3.0,3,0,9.0,5,3.0,5,1,4,1979,False
933,False,frequently,217.0,,3,3,,746.0,4.0,F,49,3,4, salES execUTiVe ,3,Divorced,13770.0,10225,9,True,0.12,3.0,4,2,28.0,2,2.0,22,11,13,1976,True
934,True,,933.0,,19,3,,752.0,3.0,M,57,4,1, resEarcH SCienTiSt ,3,Divorced,,20366,6,,0.12,3.0,4,0,,2,3.0,2,2,2,1981,True
935,False,frequently,775.0,,15,3,Life Sciences,754.0,4.0,M,47,2,2, sAleS ExeCUTIVE ,4,Married,,23683,3,,0.18,,3,1,7.0,5,3.0,2,2,2,1980,
936,False,,804.0,,2,1,,,4.0,F,86,2,1, resEarcH sCiENTiST ,4,Single,,22929,0,,0.2,4.0,4,0,5.0,2,2.0,4,2,3,1983,False
937,False,,1090.0, Sales ,10,3,,,4.0,M,83,3,1, SaLes rePrESENTaTivE ,2,,2297.0,17967,1,False,0.14,3.0,4,2,,2,3.0,2,2,2,1994,False
938,False,,346.0,,6,3,,769.0,4.0,M,86,3,2, laboraToRy tECHniCIaN ,4,Single,2450.0,10919,2,,0.17,3.0,4,0,19.0,4,3.0,2,2,2,1970,False
939,False,rarely,310.0, Research & Development ,12,1,Medical,,1.0,M,79,4,1, rESEaRch sCientISt ,3,Single,,19630,1,,0.18,3.0,4,0,,3,3.0,2,0,2,2000,False
940,True,,725.0,,2,3,Medical,,4.0,M,78,3,5, mANAgER ,1,,,21199,5,True,0.13,3.0,4,1,24.0,2,3.0,5,1,4,1968,False
941,False,frequently,575.0,,1,2,Life Sciences,792.0,1.0,F,71,1,1, lABoRatory teCHNiCiaN ,4,,,5288,3,False,0.14,3.0,1,1,,2,3.0,2,2,0,1997,True
942,False,rarely,182.0,,1,4,,797.0,2.0,F,72,4,1, REseARCh SCiEntiST ,4,Single,,13551,2,False,0.16,3.0,3,0,,2,3.0,4,1,3,1989,False
943,False,,829.0,,8,1,Marketing,800.0,3.0,M,84,3,2, saLes eXECutIve ,4,Married,4342.0,24008,0,,0.19,3.0,2,1,5.0,3,3.0,4,1,1,1996,True
944,False,rarely,384.0,,8,4,,,1.0,F,72,3,1, SaLEs repreSentative ,4,,2572.0,20317,1,False,0.16,3.0,2,1,3.0,1,2.0,3,0,2,1988,
945,False,rarely,921.0,,18,3,,806.0,4.0,M,38,1,1, LAbOratory TeChNicIAn ,3,Married,,24375,3,False,0.21,,3,2,7.0,2,3.0,2,0,2,1993,True
946,False,,1111.0,,8,2,,,3.0,F,93,3,2, SAles ExECuTIve ,1,,6500.0,13305,5,False,0.17,3.0,2,1,,1,3.0,3,1,2,1989,True
947,False,rarely,1325.0, Research & Development ,25,4,Life Sciences,813.0,,F,82,3,2, laBORatoRy TEcHnician ,3,,3149.0,21821,8,,0.2,4.0,2,1,9.0,3,3.0,5,1,4,1971,True
948,True,rarely,118.0,,16,3,Marketing,819.0,1.0,F,69,3,2, SALeS eXEcuTive ,1,Single,5324.0,26507,5,,0.15,3.0,3,0,,3,3.0,3,0,2,1990,False
949,False,rarely,1258.0, Research & Development ,20,4,,,,F,40,4,1, ReSeaRch SCIentiST ,3,Single,,13301,3,False,0.13,3.0,3,0,7.0,0,3.0,2,2,2,1988,False
950,True,,890.0,,2,4,,,3.0,M,,3,1, ReSEaRcH SCIeNtIsT ,3,Single,4382.0,16374,6,False,0.17,3.0,4,0,5.0,3,2.0,2,2,1,1995,True
951,False,rarely,1041.0,,13,3,Human Resources,,3.0,M,36,3,1, humaN ReSOuRCes ,2,Married,,25527,4,,0.13,3.0,2,1,,2,3.0,5,0,4,1987,True
952,False,frequently,702.0, Research & Development ,16,4,,838.0,3.0,F,100,2,1, RESEarch ScieNtIst ,4,Single,2553.0,8306,1,False,0.16,3.0,3,0,6.0,3,3.0,5,1,3,1989,
953,False,,829.0,,3,2,,847.0,3.0,M,,3,1, humAn resourCeS ,4,,,2243,0,,0.19,3.0,3,1,4.0,1,1.0,3,0,2,1989,False
954,False,rarely,625.0,,4,3,,852.0,4.0,M,50,3,2, HeALTHcARE RePrESEnTativE ,2,Single,5933.0,5197,9,,0.12,3.0,4,0,10.0,2,2.0,5,2,3,1979,True
955,False,,,,13,4,Life Sciences,859.0,2.0,M,73,3,2, sAlES eXecUtivE ,4,Divorced,4403.0,9250,2,,0.11,3.0,3,1,8.0,3,2.0,5,0,3,1991,
956,False,,661.0,,7,2,,,1.0,F,78,2,3, sALes ExEcUtiVE ,4,Married,10934.0,20715,7,True,0.18,3.0,4,1,35.0,3,3.0,5,0,4,1970,False
957,False,,,,1,2,Life Sciences,872.0,4.0,M,,2,2, MANUfactUrING DIRECtOr ,4,,,19146,6,,0.22,4.0,1,2,4.0,2,1.0,2,2,2,2001,False
958,False,rarely,986.0,,8,4,Life Sciences,874.0,1.0,M,62,4,1, LAbORaToRY TecHNICiAn ,4,,,5044,2,True,0.24,4.0,3,1,10.0,2,2.0,3,0,2,1979,False
959,True,frequently,,,25,4,Life Sciences,881.0,4.0,F,96,3,1, rEseArcH SCiEntist ,2,Divorced,2022.0,16612,1,,0.19,3.0,1,1,10.0,3,2.0,10,7,8,1988,
960,False,,583.0,,4,1,,885.0,3.0,M,87,2,2, sAleS execUTIVE ,1,,4256.0,18154,1,False,0.12,3.0,1,0,5.0,1,4.0,5,0,3,1998,False
961,False,rarely,1418.0,,1,3,Technical Degree,,3.0,F,36,3,1, ResEArch scIEntIsT ,1,,3580.0,10554,2,False,0.16,3.0,2,1,7.0,2,3.0,4,0,2,1974,False
962,False,no,1269.0,,19,1,Life Sciences,888.0,1.0,M,,2,1, labORatOry TEcHniCIAn ,4,,,10778,0,,0.17,3.0,4,0,,2,2.0,5,3,4,1999,False
963,False,rarely,395.0, Sales ,9,3,Marketing,893.0,2.0,M,98,2,1, sALeS RePresenTAtivE ,2,,2899.0,12102,0,,0.19,3.0,4,1,3.0,3,3.0,2,1,2,1985,True
964,True,rarely,341.0,,1,3,Medical,896.0,2.0,F,48,2,1, sAlES REPreSentAtiVe ,3,,,23522,6,True,0.19,3.0,3,3,5.0,3,3.0,3,0,2,1994,False
965,False,frequently,,,1,3,Life Sciences,902.0,4.0,F,33,3,2, hEaLtHCaRE rEPReSeNTAtIvE ,4,Married,5562.0,21782,4,,0.13,3.0,2,1,12.0,2,2.0,5,2,2,1980,True
966,False,rarely,821.0,,5,4,Medical,916.0,1.0,M,98,3,2, SAlES exEcuTiVE ,4,Single,,24252,1,,0.14,3.0,2,0,4.0,3,3.0,4,0,2,1995,False
967,True,rarely,500.0,,2,3,,922.0,3.0,F,49,2,1, SaLEs repReSEnTATiVE ,3,Single,,22052,1,,0.13,3.0,4,0,2.0,3,2.0,2,0,2,2003,True
968,False,,1454.0,,2,4,Life Sciences,925.0,4.0,F,65,2,1, SALeS RePreSenTATiVe ,4,Single,,13137,1,True,0.18,3.0,1,0,3.0,3,2.0,3,1,2,1976,True
969,True,rarely,617.0,,3,1,Life Sciences,,2.0,F,34,3,2, mAnuFACTuRinG diReCToR ,3,Married,,10022,0,True,0.19,3.0,1,1,4.0,3,4.0,3,0,2,2001,
970,False,,995.0,,9,3,Medical,930.0,3.0,F,77,3,1, ResEARch SCIENtIST ,3,Divorced,2377.0,9834,5,False,0.18,3.0,2,1,6.0,2,3.0,2,2,2,1995,True
971,True,,1122.0, Research & Development ,6,3,Medical,,4.0,M,70,3,1, LABORAToRy tEchNICiAn ,1,Married,2404.0,4303,7,,0.21,4.0,4,0,,2,1.0,2,2,2,1984,True
972,False,rarely,1198.0, Research & Development ,1,4,,939.0,3.0,M,100,2,1, ResEArch sCIEnTiST ,1,Single,2799.0,3339,3,,0.11,3.0,2,0,,1,3.0,3,0,2,1990,False
973,False,rarely,188.0, Research & Development ,7,4,Other,,2.0,M,65,3,1, ReSEArcH sCIeNtist ,4,Single,,23293,2,,0.18,3.0,3,0,8.0,6,3.0,6,0,1,1987,True
