,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
893,54.0,False,,821.0,,5,2,medical,522.0,1,m,86,3,5,research director,1,married,19406.0,8509,4,True,,0.11,3.0,3,80.0,1,24.0,4,2.0,4,,1,2,19406.0,1969,1000000000.0,,False
894,34.0,False,,1381.0,,4,4,,523.0,3,f,72,3,2,sales executive,3,married,6538.0,12740,9,True,False,0.15,3.0,1,,1,,3,3.0,3,,1,2,6538.0,1989,1000000000.0,,True
895,43.0,False,,313.0,,21,3,,525.0,4,m,61,3,1,laboratory technician,4,,2258.0,15238,7,True,,0.2,4.0,1,80.0,1,,1,3.0,3,,1,2,2258.0,1980,1000000000.0,,
896,43.0,False,rarely,1473.0,,8,4,other,526.0,3,f,74,3,2,healthcare representative,3,,,2227,4,,True,0.14,3.0,4,,0,,3,3.0,5,,0,2,,1980,1000000000.0,,True
897,31.0,False,rarely,329.0,,1,2,,530.0,4,m,98,2,1,laboratory technician,1,married,2218.0,16193,1,True,False,0.12,3.0,3,80.0,1,4.0,3,,4,,3,2,2218.0,1992,1000000000.0,,False
898,25.0,True,rarely,688.0,,3,3,medical,,1,m,91,3,1,laboratory technician,1,married,,9396,5,True,False,0.13,3.0,3,80.0,1,6.0,5,,2,,0,2,,1998,1000000000.0,,True
899,45.0,False,,192.0,,10,2,life sciences,544.0,1,m,69,3,1,research scientist,4,married,2654.0,9655,3,,False,0.21,,4,,2,8.0,3,2.0,2,,0,2,2654.0,1978,1000000000.0,,True
900,52.0,False,rarely,1490.0,,4,2,life sciences,,4,f,,3,4,manager,4,married,,10310,2,True,False,0.13,3.0,4,,0,31.0,2,1.0,5,,1,4,,1971,1000000000.0,,False
901,34.0,True,frequently,296.0,,6,2,,555.0,4,f,33,1,1,sales representative,3,,,12253,0,,False,0.16,3.0,4,,1,3.0,3,2.0,2,,1,0,,1989,1000000000.0,,
902,26.0,False,rarely,1349.0,,23,3,life sciences,,1,f,90,3,1,research scientist,4,divorced,,3032,1,,False,0.22,4.0,2,,2,,3,1.0,3,,0,2,,1997,1000000000.0,,True
903,29.0,False,,986.0,,3,4,,564.0,2,m,93,2,3,research director,3,,11935.0,21526,1,,False,0.18,3.0,3,,0,,2,3.0,10,,0,7,11935.0,1994,1000000000.0,,True
904,29.0,True,,408.0,,25,5,technical degree,,3,f,71,2,1,research scientist,2,married,2546.0,18300,5,True,False,0.16,3.0,2,,0,6.0,2,4.0,2,,1,1,2546.0,1994,1000000000.0,,False
905,46.0,False,,1009.0,,2,3,life sciences,,1,m,51,3,4,research director,3,married,17861.0,2288,6,True,False,0.13,3.0,3,80.0,0,,2,1.0,3,,0,1,17861.0,1977,1000000000.0,,False
906,46.0,False,,1125.0,,10,3,marketing,580.0,3,f,94,2,3,sales executive,4,,,11563,2,True,,0.19,3.0,3,80.0,1,15.0,3,3.0,3,,1,2,,1977,1000000000.0,,False
907,30.0,False,rarely,413.0,sales,7,1,marketing,585.0,4,m,57,3,1,sales representative,2,single,,18398,0,True,,0.14,3.0,1,80.0,0,,3,3.0,3,,1,2,,1993,1000000000.0,sales,
908,34.0,True,frequently,988.0,human resources,23,3,,,2,f,43,3,3,human resources,1,divorced,,11533,9,,True,0.15,3.0,3,,3,,2,3.0,3,,0,2,,1989,1000000000.0,human resources,False
909,42.0,False,,1474.0,,5,2,other,591.0,2,m,97,3,1,laboratory technician,3,married,,9260,4,,False,0.17,3.0,4,,1,,4,,2,,2,0,,1981,1000000000.0,,True
910,22.0,True,,1368.0,research & development,25,1,technical degree,593.0,3,m,99,2,1,laboratory technician,3,single,3894.0,9129,5,True,False,0.16,3.0,3,,0,4.0,3,3.0,2,,1,2,3894.0,2001,1000000000.0,research & development,True
911,29.0,False,rarely,232.0,,19,3,technical degree,611.0,4,m,34,3,2,manufacturing director,4,divorced,4262.0,22645,4,True,False,0.12,3.0,2,,2,8.0,2,4.0,3,2.0,1,2,4262.0,1994,1000000000.0,,True
912,46.0,False,frequently,1034.0,research & development,18,1,medical,624.0,1,f,86,3,3,healthcare representative,3,married,10527.0,8984,5,,False,0.11,3.0,4,,0,,3,2.0,2,,1,2,10527.0,1977,1000000000.0,research & development,True
913,32.0,True,,1474.0,sales,11,4,other,631.0,4,m,,4,2,sales executive,3,,,23914,8,,,0.12,3.0,4,80.0,0,,2,3.0,4,,1,2,,1991,1000000000.0,sales,True
914,24.0,False,,,,24,3,medical,632.0,4,m,38,3,1,sales representative,4,,2400.0,5530,0,,False,0.13,3.0,3,,2,3.0,3,3.0,2,,2,1,2400.0,1999,1000000000.0,,False
915,35.0,False,rarely,538.0,,25,2,,652.0,1,m,54,2,2,laboratory technician,4,single,3681.0,14004,4,True,False,0.14,3.0,4,,0,,3,3.0,3,,0,2,3681.0,1988,1000000000.0,,False
916,42.0,False,,622.0,,2,4,life sciences,659.0,3,f,81,3,2,healthcare representative,4,married,,5718,1,True,False,0.13,3.0,2,,2,10.0,4,3.0,10,,2,2,,1981,1000000000.0,,True
917,48.0,False,rarely,1236.0,,1,4,,664.0,4,f,40,2,4,manager,1,married,,17997,7,,False,0.11,3.0,1,,1,21.0,3,1.0,3,,0,2,,1975,1000000000.0,,True
918,44.0,False,rarely,1112.0,,1,4,,665.0,1,f,50,2,2,human resources,3,,,26894,4,,False,0.11,,2,,0,10.0,1,4.0,2,2.0,0,2,,1979,1000000000.0,,
919,34.0,False,,204.0,sales,14,3,,666.0,3,f,31,3,1,sales representative,3,,,2912,1,,True,0.18,3.0,4,,2,8.0,3,3.0,8,,0,6,,1989,1000000000.0,sales,
920,21.0,False,,1343.0,,22,1,technical degree,,3,m,49,3,1,sales representative,3,,3447.0,24444,1,,,0.11,,3,,0,,2,3.0,3,,1,2,3447.0,2002,1000000000.0,,
921,44.0,False,rarely,1315.0,,3,4,,671.0,4,m,35,3,5,manager,4,,19513.0,9358,4,True,,0.12,3.0,1,,1,26.0,2,4.0,2,,0,1,19513.0,1979,1000000000.0,,True
922,22.0,False,rarely,,,6,1,medical,675.0,1,m,69,3,1,research scientist,3,married,,12145,0,True,,0.2,4.0,4,80.0,0,,3,3.0,2,,2,2,,2001,1000000000.0,,
923,26.0,False,rarely,991.0,,6,3,,686.0,3,f,71,3,1,laboratory technician,4,,2659.0,17759,1,True,True,0.13,,3,,1,,2,3.0,3,,0,2,2659.0,1997,1000000000.0,,False
924,36.0,False,,913.0,,9,2,medical,699.0,2,m,48,2,2,manufacturing director,2,,8847.0,13934,2,True,True,0.11,3.0,3,,1,13.0,2,3.0,3,,0,2,8847.0,1987,1000000000.0,,True
925,27.0,False,,1115.0,,3,4,medical,,1,m,54,2,1,research scientist,4,single,2045.0,15174,0,True,,0.13,3.0,4,,0,5.0,0,3.0,4,,1,1,2045.0,1996,1000000000.0,,
926,23.0,False,rarely,885.0,,4,3,,705.0,1,m,58,4,1,research scientist,1,,,8544,2,,,0.16,3.0,1,,1,5.0,3,4.0,3,,0,2,,2000,1000000000.0,,False
927,25.0,False,,810.0,,8,3,life sciences,707.0,4,m,57,4,2,sales executive,2,,4851.0,15678,0,,False,0.22,4.0,3,,1,4.0,4,3.0,3,,1,2,4851.0,1998,1000000000.0,,False
928,48.0,False,,817.0,,14,1,,712.0,14,m,56,4,2,sales executive,2,marreid,8120.0,18597,3,True,,0.12,3.0,4,,0,,3,3.0,2,,2,2,8120.0,1975,1000000000.0,,True
929,24.0,True,rarely,693.0,,3,2,life sciences,,1,f,65,3,2,sales executive,3,single,4577.0,24785,9,,False,0.14,3.0,1,,0,,3,3.0,2,,2,0,4577.0,1999,1000000000.0,,True
930,60.0,False,rarely,1179.0,,16,4,,732.0,1,m,84,3,2,sales executive,1,single,5405.0,11924,8,True,False,0.14,3.0,4,80.0,0,10.0,1,3.0,2,,2,2,5405.0,1963,1000000000.0,,False
931,50.0,False,,316.0,,8,4,marketing,738.0,4,m,54,3,1,sales representative,2,married,,9983,7,,False,0.15,3.0,4,,1,4.0,2,3.0,2,,2,2,,1973,1000000000.0,,
932,44.0,False,no,381.0,,24,3,,744.0,1,m,49,1,1,laboratory technician,3,single,3708.0,2104,2,,,0.14,3.0,3,,0,9.0,5,3.0,5,,1,4,3708.0,1979,1000000000.0,,False
933,47.0,False,frequently,217.0,,3,3,,746.0,4,f,49,3,4,sales executive,3,divorced,13770.0,10225,9,True,True,0.12,3.0,4,,2,28.0,2,2.0,22,,11,13,13770.0,1976,1000000000.0,,True
934,42.0,True,,933.0,,19,3,,752.0,3,m,57,4,1,research scientist,3,divorced,,20366,6,,,0.12,3.0,4,,0,,2,3.0,2,,2,2,,1981,1000000000.0,,True
935,43.0,False,frequently,775.0,,15,3,life sciences,754.0,4,m,47,2,2,sales executive,4,married,,23683,3,True,,0.18,,3,,1,7.0,5,3.0,2,,2,2,,1980,1000000000.0,,
936,40.0,False,,804.0,,2,1,,,4,f,86,2,1,research scientist,4,single,,22929,0,,,0.2,4.0,4,,0,5.0,2,2.0,4,,2,3,,1983,1000000000.0,,False
937,29.0,False,,1090.0,sales,10,3,,,4,m,83,3,1,sales representative,2,,2297.0,17967,1,True,False,0.14,3.0,4,80.0,2,,2,3.0,2,,2,2,2297.0,1994,1000000000.0,sales,False
938,53.0,False,,346.0,,6,3,,769.0,4,m,86,3,2,laboratory technician,4,single,2450.0,10919,2,True,,0.17,3.0,4,,0,19.0,4,3.0,2,,2,2,2450.0,1970,1000000000.0,,False
939,23.0,False,rarely,310.0,research & development,12,1,medical,,1,m,79,4,1,research scientist,3,single,,19630,1,True,,0.18,3.0,4,80.0,0,,3,3.0,2,,0,2,,2000,1000000000.0,research & development,False
940,55.0,True,,725.0,,2,3,medical,,4,m,78,3,5,manager,1,,,21199,5,,True,0.13,3.0,4,,1,24.0,2,3.0,5,,1,4,,1968,1000000000.0,,False
941,26.0,False,frequently,575.0,,1,2,life sciences,792.0,1,f,71,1,1,laboratory technician,4,,,5288,3,,False,0.14,3.0,1,80.0,1,,2,3.0,2,,2,0,,1997,1000000000.0,,True
942,34.0,False,rarely,182.0,,1,4,,797.0,2,f,72,4,1,research scientist,4,single,,13551,2,,False,0.16,3.0,3,80.0,0,,2,3.0,4,,1,3,,1989,1000000000.0,,False
943,27.0,False,,829.0,,8,1,marketing,800.0,3,m,84,3,2,sales executive,4,married,4342.0,24008,0,True,,0.19,3.0,2,,1,5.0,3,3.0,4,,1,1,4342.0,1996,1000000000.0,,True
944,35.0,False,rarely,384.0,,8,4,,,1,f,72,3,1,sales representative,4,,2572.0,20317,1,,False,0.16,3.0,2,,1,3.0,1,2.0,3,,0,2,2572.0,1988,1000000000.0,,
945,30.0,False,rarely,921.0,,18,3,,806.0,4,m,38,1,1,laboratory technician,3,married,,24375,3,True,False,0.21,,3,,2,7.0,2,3.0,2,,0,2,,1993,1000000000.0,,True
946,34.0,False,,1111.0,,8,2,,,3,f,93,3,2,sales executive,1,,6500.0,13305,5,True,False,0.17,3.0,2,,1,,1,3.0,3,,1,2,6500.0,1989,1000000000.0,,True
947,52.0,False,rarely,1325.0,research & development,25,4,life sciences,813.0,25,f,82,3,2,laboratory technician,3,,3149.0,21821,8,True,,0.2,4.0,2,80.0,1,9.0,3,3.0,5,,1,4,3149.0,1971,1000000000.0,research & development,True
948,33.0,True,rarely,118.0,,16,3,marketing,819.0,1,f,69,3,2,sales executive,1,single,5324.0,26507,5,True,,0.15,3.0,3,,0,,3,3.0,3,,0,2,5324.0,1990,1000000000.0,,False
949,35.0,False,rarely,1258.0,research & development,20,4,,,20,f,40,4,1,research scientist,3,single,,13301,3,True,False,0.13,3.0,3,,0,7.0,0,3.0,2,,2,2,,1988,1000000000.0,research & development,False
950,28.0,True,,890.0,,2,4,,,3,m,,3,1,research scientist,3,single,4382.0,16374,6,True,False,0.17,3.0,4,,0,5.0,3,2.0,2,,2,1,4382.0,1995,1000000000.0,,True
951,36.0,False,rarely,1041.0,,13,3,human resources,,3,m,36,3,1,human resources,2,married,,25527,4,True,,0.13,3.0,2,,1,,2,3.0,5,,0,4,,1987,1000000000.0,,True
952,34.0,False,frequently,702.0,research & development,16,4,,838.0,3,f,100,2,1,research scientist,4,single,2553.0,8306,1,,False,0.16,3.0,3,80.0,0,6.0,3,3.0,5,,1,3,2553.0,1989,1000000000.0,research & development,
953,34.0,False,,829.0,,3,2,,847.0,3,m,,3,1,human resources,4,,,2243,0,,,0.19,3.0,3,,1,4.0,1,1.0,3,,0,2,,1989,1000000000.0,,False
954,44.0,False,rarely,625.0,,4,3,,852.0,4,m,50,3,2,healthcare representative,2,single,5933.0,5197,9,True,,0.12,3.0,4,80.0,0,10.0,2,2.0,5,,2,3,5933.0,1979,1000000000.0,,True
955,32.0,False,,,,13,4,life sciences,859.0,2,m,73,3,2,sales executive,4,divorced,4403.0,9250,2,,,0.11,3.0,3,80.0,1,8.0,3,2.0,5,,0,3,4403.0,1991,1000000000.0,,
956,53.0,False,,661.0,,7,2,,,1,f,78,2,3,sales executive,4,married,10934.0,20715,7,True,True,0.18,3.0,4,,1,35.0,3,3.0,5,,0,4,10934.0,1970,1000000000.0,,False
957,22.0,False,,,,1,2,life sciences,872.0,4,m,,2,2,manufacturing director,4,,,19146,6,,,0.22,4.0,1,,2,4.0,2,1.0,2,,2,2,,2001,1000000000.0,,False
958,44.0,False,rarely,986.0,,8,4,life sciences,874.0,1,m,62,4,1,laboratory technician,4,,,5044,2,,True,0.24,4.0,3,,1,10.0,2,2.0,3,,0,2,,1979,1000000000.0,,False
959,35.0,True,frequently,,,25,4,life sciences,881.0,4,f,96,3,1,research scientist,2,divorced,2022.0,16612,1,True,,0.19,3.0,1,,1,10.0,3,2.0,10,,7,8,2022.0,1988,1000000000.0,,
960,25.0,False,,583.0,,4,1,,885.0,3,m,87,2,2,sales executive,1,,4256.0,18154,1,True,False,0.12,3.0,1,,0,5.0,1,4.0,5,,0,3,4256.0,1998,1000000000.0,,False
961,49.0,False,rarely,1418.0,,1,3,technical degree,,3,f,36,3,1,research scientist,1,,3580.0,10554,2,,False,0.16,3.0,2,,1,7.0,2,3.0,4,,0,2,3580.0,1974,1000000000.0,,False
962,24.0,False,no,1269.0,,19,1,life sciences,888.0,1,m,,2,1,laboratory technician,4,,,10778,0,,,0.17,3.0,4,,0,,2,2.0,5,,3,4,,1999,1000000000.0,,False
963,38.0,False,rarely,395.0,sales,9,3,marketing,893.0,2,m,98,2,1,sales representative,2,,2899.0,12102,0,,,0.19,3.0,4,80.0,1,3.0,3,3.0,2,,1,2,2899.0,1985,1000000000.0,sales,True
964,29.0,True,rarely,341.0,,1,3,medical,896.0,2,f,48,2,1,sales representative,3,,,23522,6,True,True,0.19,3.0,3,80.0,3,5.0,3,3.0,3,,0,2,,1994,1000000000.0,,False
965,43.0,False,frequently,,,1,3,life sciences,902.0,4,f,33,3,2,healthcare representative,4,married,5562.0,21782,4,True,,0.13,3.0,2,80.0,1,12.0,2,2.0,5,,2,2,5562.0,1980,1000000000.0,,True
966,28.0,False,rarely,821.0,,5,4,medical,916.0,1,m,98,3,2,sales executive,4,single,,24252,1,,,0.14,3.0,2,80.0,0,4.0,3,3.0,4,,0,2,,1995,1000000000.0,,False
967,20.0,True,rarely,500.0,,2,3,,922.0,3,f,49,2,1,sales representative,3,single,,22052,1,True,,0.13,3.0,4,,0,2.0,3,2.0,2,,0,2,,2003,1000000000.0,,True
968,47.0,False,,1454.0,,2,4,life sciences,925.0,4,f,65,2,1,sales representative,4,single,,13137,1,,True,0.18,3.0,1,,0,3.0,3,2.0,3,,1,2,,1976,1000000000.0,,True
969,22.0,True,rarely,617.0,,3,1,life sciences,,2,f,34,3,2,manufacturing director,3,married,,10022,0,True,True,0.19,3.0,1,,1,4.0,3,4.0,3,,0,2,,2001,1000000000.0,,
970,28.0,False,,995.0,,9,3,medical,930.0,3,f,77,3,1,research scientist,3,divorced,2377.0,9834,5,,False,0.18,3.0,2,,1,6.0,2,3.0,2,,2,2,2377.0,1995,1000000000.0,,True
971,39.0,True,,1122.0,research & development,6,3,medical,,4,m,70,3,1,laboratory technician,1,married,2404.0,4303,7,,,0.21,4.0,4,,0,,2,1.0,2,,2,2,2404.0,1984,1000000000.0,research & development,True
972,33.0,False,rarely,1198.0,research & development,1,4,,939.0,3,m,100,2,1,research scientist,1,single,2799.0,3339,3,True,,0.11,3.0,2,,0,,1,3.0,3,,0,2,2799.0,1990,1000000000.0,research & development,False
973,36.0,False,rarely,188.0,research & development,7,4,other,,2,m,65,3,1,research scientist,4,single,,23293,2,True,,0.18,3.0,3,80.0,0,8.0,6,3.0,6,,0,1,,1987,1000000000.0,research & development,True
974,35.0,False,rarely,1219.0,,48,3,,975.0,3,f,86,3,2,sales executive,3,,,6179,1,,,0.16,3.0,2,,0,5.0,3,3.0,5,,1,0,,1988,1000000000.0,,True
975,31.0,True,,335.0,,9,2,medical,991.0,3,m,46,2,1,research scientist,1,single,,10322,0,,True,0.22,4.0,1,,0,4.0,0,3.0,3,,1,2,,1992,1000000000.0,,False
976,33.0,False,rarely,461.0,,13,1,life sciences,995.0,2,f,53,3,1,research scientist,4,single,3452.0,17241,3,True,,0.18,3.0,1,,0,5.0,4,3.0,3,,0,2,3452.0,1990,1000000000.0,,False
977,27.0,False,,1134.0,,24,4,,1001.0,24,f,37,3,1,laboratory technician,2,marreid,2811.0,12086,9,True,False,0.14,3.0,2,,1,4.0,2,3.0,2,,2,2,2811.0,1996,1000000000.0,,False
978,30.0,True,rarely,138.0,,22,3,,,1,f,48,3,1,research scientist,3,married,,11539,4,True,,0.11,3.0,2,,0,,2,,5,,0,1,,1993,1000000000.0,,True
979,24.0,False,,1206.0,,17,1,medical,,4,f,41,2,2,manufacturing director,3,divorced,4377.0,24117,1,True,False,0.15,3.0,2,,2,5.0,6,3.0,4,,3,2,4377.0,1999,1000000000.0,,False
980,35.0,True,rarely,622.0,research & development,14,4,other,1010.0,3,m,39,2,1,laboratory technician,2,divorced,,10074,1,True,True,0.24,4.0,4,80.0,1,5.0,2,1.0,4,,0,2,,1988,1000000000.0,research & development,False
981,30.0,True,,109.0,,5,3,,1017.0,2,f,60,3,1,laboratory technician,2,,,25725,0,,,0.17,3.0,1,,0,4.0,3,3.0,3,,1,2,,1993,1000000000.0,,
982,48.0,False,rarely,277.0,research & development,6,3,,1022.0,1,m,97,2,2,healthcare representative,3,,4240.0,13119,2,True,False,0.13,3.0,4,,0,19.0,0,3.0,2,,2,2,4240.0,1975,1000000000.0,research & development,True
983,41.0,False,rarely,549.0,,7,2,medical,,4,f,42,3,2,manufacturing director,3,,,23371,6,True,,0.14,3.0,2,,0,8.0,6,3.0,2,,2,1,,1982,1000000000.0,,False
984,27.0,False,,1055.0,research & development,2,4,,1027.0,1,f,47,3,2,manufacturing director,4,,4227.0,4658,0,True,,0.18,3.0,2,,1,,2,,3,,2,2,4227.0,1996,1000000000.0,research & development,True
985,35.0,False,rarely,802.0,research & development,10,3,other,1028.0,2,m,45,3,1,laboratory technician,4,,3917.0,9541,1,,False,0.2,4.0,1,,1,3.0,4,2.0,3,,1,2,3917.0,1988,1000000000.0,research & development,False
986,26.0,True,no,265.0,,29,2,medical,1037.0,2,m,79,1,2,sales executive,1,single,4969.0,21813,8,True,False,0.18,3.0,4,80.0,0,,6,3.0,2,,2,2,4969.0,1997,1000000000.0,,True
987,33.0,False,no,1038.0,sales,8,1,life sciences,1044.0,2,f,,2,1,sales representative,4,,,21437,0,True,,0.19,3.0,4,,0,,2,2.0,2,,2,2,,1990,1000000000.0,sales,False
988,26.0,True,,342.0,,2,3,life sciences,1053.0,1,m,57,3,1,research scientist,1,married,2042.0,15346,6,True,,0.14,3.0,2,,1,6.0,2,3.0,3,,1,2,2042.0,1997,1000000000.0,,True
989,38.0,False,frequently,1186.0,,3,4,,,3,m,44,3,1,research scientist,3,,2821.0,2997,3,True,False,0.16,3.0,1,,1,8.0,2,3.0,2,,2,2,2821.0,1985,1000000000.0,,False
990,46.0,False,,430.0,,47,4,medical,1069.0,47,m,40,3,5,research director,4,,,21445,9,,False,0.17,3.0,4,80.0,2,23.0,0,3.0,2,,2,2,,1977,1000000000.0,,
991,20.0,True,,769.0,,9,3,marketing,1077.0,4,f,54,3,1,sales representative,4,single,,17205,1,True,True,0.14,3.0,2,80.0,0,2.0,3,3.0,2,,0,2,,2003,1000000000.0,,True
992,30.0,False,,1176.0,,20,3,other,1084.0,20,m,85,3,2,manufacturing director,1,marreid,9957.0,9096,0,,,0.15,3.0,3,,1,7.0,1,2.0,6,,0,2,9957.0,1993,1000000000.0,,False
993,27.0,False,no,1277.0,,8,5,,1094.0,1,m,87,1,1,laboratory technician,3,married,,5869,1,,,0.19,3.0,4,80.0,3,3.0,4,,3,,1,2,,1996,1000000000.0,,False
994,55.0,False,,1091.0,,2,1,,1096.0,4,m,65,3,3,manufacturing director,2,married,,15813,3,,False,0.18,3.0,2,,1,23.0,4,3.0,3,,1,2,,1968,1000000000.0,,True
995,33.0,False,rarely,654.0,,5,3,life sciences,1099.0,4,m,34,2,3,healthcare representative,4,,,21214,4,,False,0.15,3.0,3,,1,,2,3.0,3,,1,2,,1990,1000000000.0,,True
996,28.0,False,,895.0,,15,2,life sciences,1102.0,1,m,50,3,1,laboratory technician,3,,2207.0,22482,1,,False,0.16,3.0,4,,1,4.0,5,2.0,4,,2,2,2207.0,1995,1000000000.0,,True
997,34.0,False,,618.0,,3,1,life sciences,1103.0,1,m,45,3,2,healthcare representative,4,,7756.0,22266,0,True,False,0.17,3.0,3,,0,,1,2.0,6,,0,4,7756.0,1989,1000000000.0,,True
998,33.0,True,,1017.0,,25,3,medical,1108.0,1,m,55,2,1,research scientist,2,single,,2993,4,,True,0.2,4.0,2,,0,5.0,0,3.0,2,,2,2,,1990,1000000000.0,,False
999,33.0,False,,970.0,,7,3,life sciences,1114.0,4,f,30,3,2,sales executive,2,married,,13401,0,True,False,0.17,3.0,3,80.0,1,4.0,3,3.0,3,,0,2,,1990,1000000000.0,,False
1000,21.0,False,,984.0,,1,1,,1131.0,4,f,70,2,1,research scientist,2,single,2070.0,25326,1,True,True,0.11,3.0,3,80.0,0,2.0,6,4.0,2,,2,2,2070.0,2002,1000000000.0,,
1001,31.0,False,frequently,793.0,,20,3,,1135.0,3,m,67,4,1,sales representative,4,married,2791.0,21981,0,,False,0.12,,1,,1,3.0,4,3.0,2,,2,2,2791.0,1992,1000000000.0,,True
1002,35.0,False,,1182.0,,11,2,marketing,,4,m,54,3,2,sales executive,4,divorced,,18500,1,,,0.11,3.0,4,,1,5.0,3,3.0,5,,0,2,,1988,1000000000.0,,True
1003,34.0,False,,1003.0,,2,2,,1140.0,4,m,95,3,2,manufacturing director,3,single,,15834,2,,False,0.11,3.0,4,80.0,0,,3,,3,,0,2,,1989,1000000000.0,,True
1004,33.0,True,,603.0,,9,4,,1157.0,1,f,77,3,2,sales executive,1,single,8224.0,18385,0,,,0.17,3.0,1,,0,6.0,3,3.0,5,,0,3,8224.0,1990,1000000000.0,,False
1005,31.0,True,,874.0,research & development,15,3,medical,1160.0,3,m,72,3,1,laboratory technician,3,,2610.0,6233,1,,False,0.12,3.0,3,,1,,5,2.0,2,,2,2,2610.0,1992,1000000000.0,research & development,True
1006,37.0,False,rarely,367.0,,25,2,,1161.0,3,f,52,2,2,healthcare representative,4,,5731.0,17171,7,True,False,0.13,3.0,3,,2,9.0,2,3.0,6,,1,3,5731.0,1986,1000000000.0,,
1007,27.0,False,rarely,199.0,,6,3,,1162.0,4,m,55,2,1,research scientist,3,married,2539.0,7950,1,True,False,0.13,,3,,1,4.0,0,3.0,4,2.0,2,2,2539.0,1996,1000000000.0,,True
1008,35.0,False,frequently,,,4,4,other,1185.0,4,m,,2,1,laboratory technician,4,married,2376.0,26537,1,,,0.13,3.0,2,,1,2.0,2,4.0,2,,2,2,2376.0,1988,1000000000.0,,
1009,56.0,False,,718.0,,4,4,,,4,f,92,3,5,manager,1,divorced,,18575,4,True,False,0.13,3.0,4,,1,28.0,2,3.0,5,,4,2,,1967,1000000000.0,,
1010,45.0,False,,1457.0,research & development,7,3,medical,1195.0,1,f,83,3,1,research scientist,3,,,20100,4,,True,0.19,3.0,3,,1,,2,,3,,0,2,,1978,1000000000.0,research & development,True
1011,20.0,False,rarely,805.0,,3,3,,,1,m,87,2,1,laboratory technician,3,single,,12828,1,,,0.12,3.0,1,,0,2.0,2,2.0,2,,1,2,,2003,1000000000.0,,True
1012,50.0,False,frequently,1421.0,,2,3,,,4,f,30,3,4,manager,1,,,9490,2,,False,0.22,4.0,3,80.0,1,,3,,2,,2,2,,1973,1000000000.0,,
1013,46.0,False,,1450.0,,15,2,life sciences,1217.0,4,m,52,3,5,research director,2,,19081.0,10849,5,True,,0.11,3.0,1,,1,25.0,2,3.0,4,,0,3,19081.0,1977,1000000000.0,,True
1014,32.0,False,,116.0,,13,3,other,1234.0,3,f,77,2,1,laboratory technician,2,married,2743.0,7331,1,True,False,0.2,4.0,3,80.0,1,2.0,2,3.0,2,,2,2,2743.0,1991,1000000000.0,,True
1015,35.0,False,,1212.0,,8,2,,,3,f,78,2,3,sales executive,4,married,,13755,4,,,0.11,3.0,2,,1,16.0,6,2.0,13,,4,12,,1988,1000000000.0,,False
1016,29.0,False,,1010.0,,1,3,life sciences,,1,f,97,3,1,research scientist,4,divorced,3760.0,5598,1,True,False,0.15,3.0,1,,3,3.0,5,,3,,1,2,3760.0,1994,1000000000.0,,True
1017,21.0,True,frequently,,,10,2,,,1,f,45,2,1,laboratory technician,3,,,25308,1,,,0.2,4.0,3,,0,2.0,2,1.0,2,,2,2,,2002,1000000000.0,,True
1018,34.0,False,rarely,131.0,,2,3,marketing,,3,f,86,3,2,sales executive,1,,4538.0,6039,0,,,0.12,3.0,4,,0,4.0,3,3.0,3,,0,2,4538.0,1989,1000000000.0,,True
1019,28.0,False,,791.0,,1,4,medical,1286.0,4,m,44,3,1,laboratory technician,3,single,,6842,0,,True,0.11,3.0,3,80.0,0,,2,2.0,4,,0,2,,1995,1000000000.0,,False
1020,35.0,False,rarely,735.0,,6,1,life sciences,1291.0,3,m,66,3,1,research scientist,3,married,,6020,0,,True,0.14,,4,80.0,0,4.0,3,3.0,3,,2,2,,1988,1000000000.0,,False
1021,28.0,False,frequently,193.0,,2,3,life sciences,,4,m,52,2,1,laboratory technician,4,married,3867.0,14222,1,,,0.12,3.0,2,,1,,2,3.0,2,,2,2,3867.0,1995,1000000000.0,,False
1022,28.0,False,rarely,640.0,,1,3,technical degree,1301.0,4,m,84,3,1,research scientist,1,single,2080.0,4732,2,True,,0.11,3.0,2,,0,5.0,2,2.0,3,,1,2,2080.0,1995,1000000000.0,,False
1023,25.0,False,,266.0,research & development,1,3,medical,1303.0,4,f,40,3,1,research scientist,2,single,2096.0,18830,1,True,,0.18,3.0,4,80.0,0,,3,2.0,2,,2,1,2096.0,1998,1000000000.0,research & development,False
1024,58.0,False,,848.0,,23,4,life sciences,1308.0,1,m,88,3,1,research scientist,3,,,26076,1,True,,0.12,3.0,4,,2,,3,3.0,2,,2,2,,1965,1000000000.0,,True
1025,39.0,True,,,,23,3,medical,,3,m,93,3,1,research scientist,1,single,3904.0,22154,0,True,,0.13,3.0,1,,0,6.0,2,3.0,5,,0,3,3904.0,1984,1000000000.0,,False
