,Unnamed: 0,employee_number,department,job_role,job_level,job_involvement,years_at_company,years_since_last_promotion,years_with_current_manager,training_times_last_year,remote_work,performance_rating,attrition,marital_status,distance_from_home,education,education_field,total_working_years,num_companies_worked
597,811,72,,sales executive,2,2,2,0,0,2,False,3.0,False,married,22,3,,5.0,7
598,813,88,,research scientist,1,3,3,1,2,2,True,3.0,False,married,31,3,medical,5.0,4
599,814,102,,research director,3,3,5,0,2,3,True,,False,,20,4,medical,,4
600,815,103,,human resources,2,3,4,0,2,2,True,4.0,False,divorced,38,2,medical,,8
601,816,110,,manufacturing director,2,3,5,1,3,2,,3.0,False,married,1,2,medical,,1
602,817,116,,laboratory technician,1,3,4,0,3,4,,4.0,False,,9,4,,10.0,3
603,818,128,sales,sales executive,2,3,3,0,2,2,True,4.0,False,married,3,2,other,4.0,0
604,819,132,,laboratory technician,2,3,3,1,2,3,,3.0,False,married,23,3,,,4
605,820,133,,human resources,1,3,3,0,2,3,,4.0,True,divorced,6,4,human resources,,4
606,822,143,,research scientist,1,2,2,2,1,2,,3.0,False,married,7,1,,,1
607,823,171,,research scientist,1,4,3,1,2,2,True,3.0,False,single,26,3,medical,,4
608,825,175,,sales executive,2,1,2,2,2,2,,3.0,True,,20,3,,4.0,3
609,826,178,research & development,manufacturing director,2,3,3,0,1,0,False,4.0,False,divorced,6,2,medical,7.0,6
610,827,179,,manufacturing director,3,1,4,0,3,2,False,3.0,True,,16,4,,18.0,2
611,829,193,,research scientist,2,3,3,2,2,2,False,4.0,False,,3,5,technical degree,19.0,3
612,830,197,research & development,research scientist,1,3,3,2,2,3,True,,False,divorced,5,3,technical degree,8.0,5
613,832,218,research & development,research scientist,1,3,2,2,2,1,True,3.0,False,,9,3,medical,,6
614,833,221,research & development,research scientist,1,3,5,0,2,2,True,3.0,False,married,21,3,medical,5.0,1
615,834,233,,research scientist,1,3,5,1,1,3,,3.0,False,,17,3,,6.0,0
616,835,241,,research scientist,1,3,2,2,2,3,True,3.0,False,divorced,8,3,life sciences,,4
617,836,245,,laboratory technician,1,3,2,2,1,3,True,,False,single,9,2,,,1
618,837,246,,research scientist,1,3,4,0,2,0,True,4.0,False,,12,1,medical,7.0,8
619,838,247,,research scientist,1,3,3,1,2,3,,3.0,False,,27,2,medical,9.0,2
620,839,249,research & development,laboratory technician,1,2,3,0,2,2,False,3.0,False,,1,3,,,2
621,840,250,,manufacturing director,2,4,4,1,3,3,False,3.0,False,divorced,13,2,,5.0,1
622,841,269,,laboratory technician,2,3,6,1,2,5,True,3.0,False,single,24,3,medical,,5
623,845,287,,healthcare representative,2,2,3,0,2,5,True,3.0,False,,10,5,life sciences,5.0,9
624,846,288,,healthcare representative,3,3,4,0,3,3,True,3.0,False,,1,4,,17.0,7
625,847,297,,research scientist,1,3,5,0,4,5,,3.0,True,,3,3,technical degree,8.0,5
626,849,303,,sales executive,2,3,6,0,5,4,False,3.0,False,married,3,3,,16.0,2
627,850,305,research & development,research scientist,1,2,3,1,1,3,True,4.0,False,married,4,4,,,6
628,851,316,,laboratory technician,1,2,2,2,2,3,,3.0,False,single,2,3,,,7
629,854,332,,laboratory technician,1,3,3,1,2,1,False,3.0,False,divorced,24,4,medical,7.0,7
630,856,337,,research director,3,3,2,2,2,3,,3.0,False,divorced,3,4,medical,,9
631,857,338,,research scientist,1,2,2,0,2,2,True,3.0,False,married,5,4,life sciences,2.0,1
632,858,341,,manufacturing director,2,4,3,0,2,1,True,3.0,False,,23,4,life sciences,9.0,4
633,859,347,research & development,research scientist,2,4,3,0,2,1,,3.0,False,single,17,2,,,3
634,860,349,,sales executive,2,3,3,0,2,2,False,3.0,False,divorced,19,2,marketing,,2
635,861,350,,manufacturing director,2,3,4,1,2,3,False,3.0,False,married,1,3,,5.0,0
636,862,362,,laboratory technician,2,2,6,0,4,5,False,3.0,False,,2,1,,9.0,4
637,864,379,,research scientist,1,2,3,1,0,4,False,3.0,False,single,3,2,,,1
638,865,380,,research director,3,3,5,0,2,2,False,3.0,False,divorced,1,4,medical,,2
639,866,393,,healthcare representative,2,3,2,1,2,2,False,3.0,False,,23,4,life sciences,,9
640,867,394,,laboratory technician,1,3,3,0,2,2,False,3.0,True,divorced,16,4,medical,,2
641,868,396,,research director,5,3,3,1,2,4,,3.0,False,single,10,4,life sciences,,9
642,870,403,,research scientist,1,3,4,1,2,3,False,3.0,False,married,9,3,medical,,1
643,871,423,research & development,research scientist,1,3,5,0,3,4,True,3.0,False,married,11,4,,,0
644,872,424,,human resources,2,2,2,1,0,1,False,3.0,False,,2,3,human resources,,3
645,874,433,,research scientist,2,2,8,7,7,3,False,,True,,17,4,medical,11.0,2
646,875,440,,research scientist,1,1,3,2,2,4,,3.0,True,married,2,4,medical,,5
647,876,447,,research director,5,3,3,1,1,2,False,3.0,False,married,5,5,,21.0,4
648,877,455,,laboratory technician,1,2,3,2,2,2,,3.0,False,,9,5,other,4.0,0
649,878,460,,manufacturing director,2,3,6,0,4,2,True,3.0,False,,5,2,medical,8.0,7
650,879,465,,research scientist,1,3,4,0,2,2,False,3.0,False,,26,1,,,1
651,880,470,human resources,human resources,1,3,3,1,0,5,False,3.0,False,divorced,2,1,,4.0,0
652,881,475,sales,sales executive,2,3,2,2,2,2,False,3.0,False,,25,2,,4.0,7
653,882,478,,sales representative,1,2,3,1,2,3,True,3.0,True,single,31,1,,3.0,1
654,883,482,,healthcare representative,2,3,3,1,2,2,True,3.0,False,,1,4,medical,,2
655,886,495,research & development,research scientist,1,3,3,1,2,4,False,,False,,17,3,,6.0,9
656,889,501,,research scientist,1,3,2,2,2,3,True,3.0,False,married,2,3,,,4
657,890,502,,sales executive,2,4,5,0,4,3,True,3.0,True,,19,3,marketing,,8
658,891,507,,sales executive,2,3,5,0,3,2,,3.0,False,divorced,10,4,marketing,,1
659,892,517,,laboratory technician,1,3,5,1,2,5,True,3.0,False,,1,4,,8.0,3
660,893,522,,research director,5,3,4,1,2,4,False,3.0,False,married,5,2,medical,24.0,4
661,894,523,,sales executive,2,3,3,1,2,3,True,3.0,False,married,4,4,,,9
662,895,525,,laboratory technician,1,3,3,1,2,1,,4.0,False,,21,3,,,7
663,896,526,,healthcare representative,2,3,5,0,2,3,True,3.0,False,,8,4,other,,4
664,897,530,,laboratory technician,1,2,4,3,2,3,False,3.0,False,married,1,2,,4.0,1
665,899,544,,research scientist,1,3,2,0,2,3,True,,False,married,10,2,life sciences,8.0,3
666,901,555,,sales representative,1,1,2,1,0,3,,3.0,True,,6,2,,3.0,0
667,903,564,,research director,3,2,10,0,7,2,True,3.0,False,,3,4,,,1
668,906,580,,sales executive,3,2,3,1,2,3,False,3.0,False,,10,3,marketing,15.0,2
669,907,585,sales,sales representative,1,3,3,1,2,3,,3.0,False,single,7,1,marketing,,0
670,909,591,,laboratory technician,1,3,2,2,0,4,True,3.0,False,married,5,2,other,,4
671,910,593,research & development,laboratory technician,1,2,2,1,2,3,True,3.0,True,single,25,1,technical degree,4.0,5
672,911,611,,manufacturing director,2,3,3,1,2,2,True,3.0,False,divorced,19,3,technical degree,8.0,4
673,912,624,research & development,healthcare representative,3,3,2,1,2,3,True,3.0,False,married,18,1,medical,,5
674,913,631,sales,sales executive,2,4,4,1,2,2,True,3.0,True,,11,4,other,,8
675,914,632,,sales representative,1,3,2,2,1,3,False,3.0,False,,24,3,medical,3.0,0
676,915,652,,laboratory technician,2,2,3,0,2,3,False,3.0,False,single,25,2,,,4
677,916,659,,healthcare representative,2,3,10,2,2,4,True,3.0,False,married,2,4,life sciences,10.0,1
678,917,664,,manager,4,2,3,0,2,3,True,3.0,False,married,1,4,,21.0,7
679,918,665,,human resources,2,2,2,0,2,1,,,False,,1,4,,10.0,4
680,919,666,sales,sales representative,1,3,8,0,6,3,,3.0,False,,14,3,,8.0,1
681,921,671,,manager,5,3,2,0,1,2,True,3.0,False,,3,4,,26.0,4
682,922,675,,research scientist,1,3,2,2,2,3,,4.0,False,married,6,1,medical,,0
683,923,686,,laboratory technician,1,3,3,0,2,2,False,,False,,6,3,,,1
684,924,699,,manufacturing director,2,2,3,0,2,2,True,3.0,False,,9,2,medical,13.0,2
685,926,705,,research scientist,1,4,3,0,2,3,False,3.0,False,,4,3,,5.0,2
686,927,707,,sales executive,2,4,3,1,2,4,False,4.0,False,,8,3,life sciences,4.0,0
687,928,712,,sales executive,2,4,2,2,2,3,True,3.0,False,married,14,1,,,3
688,930,732,,sales executive,2,3,2,2,2,1,False,3.0,False,single,16,4,,10.0,8
689,931,738,,sales representative,1,3,2,2,2,2,,3.0,False,married,8,4,marketing,4.0,7
690,932,744,,laboratory technician,1,1,5,1,4,5,False,3.0,False,single,24,3,,9.0,2
691,933,746,,sales executive,4,3,22,11,13,2,True,3.0,False,divorced,3,3,,28.0,9
692,934,752,,research scientist,1,4,2,2,2,2,True,3.0,True,divorced,19,3,,,6
693,935,754,,sales executive,2,2,2,2,2,5,,,False,married,15,3,life sciences,7.0,3
694,938,769,,laboratory technician,2,3,2,2,2,4,False,3.0,False,single,6,3,,19.0,2
695,941,792,,laboratory technician,1,1,2,2,0,2,True,3.0,False,,1,2,life sciences,,3
696,942,797,,research scientist,1,4,4,1,3,2,False,3.0,False,single,1,4,,,2
697,943,800,,sales executive,2,3,4,1,1,3,True,3.0,False,married,8,1,marketing,5.0,0
698,945,806,,laboratory technician,1,1,2,0,2,2,True,,False,married,18,3,,7.0,3
699,947,813,research & development,laboratory technician,2,3,5,1,4,3,True,4.0,False,,25,4,life sciences,9.0,8
700,948,819,,sales executive,2,3,3,0,2,3,False,3.0,True,single,16,3,marketing,,5
701,952,838,research & development,research scientist,1,2,5,1,3,3,,3.0,False,single,16,4,,6.0,1
702,953,847,,human resources,1,3,3,0,2,1,False,3.0,False,,3,2,,4.0,0
703,954,852,,healthcare representative,2,3,5,2,3,2,True,3.0,False,single,4,3,,10.0,9
704,955,859,,sales executive,2,3,5,0,3,3,,3.0,False,divorced,13,4,life sciences,8.0,2
705,957,872,,manufacturing director,2,2,2,2,2,2,False,4.0,False,,1,2,life sciences,4.0,6
706,958,874,,laboratory technician,1,4,3,0,2,2,False,4.0,False,,8,4,life sciences,10.0,2
707,959,881,,research scientist,1,3,10,7,8,3,,3.0,True,divorced,25,4,life sciences,10.0,1
708,960,885,,sales executive,2,2,5,0,3,1,False,3.0,False,,4,1,,5.0,1
709,962,888,,laboratory technician,1,2,5,3,4,2,False,3.0,False,,19,1,life sciences,,0
710,963,893,sales,sales representative,1,2,2,1,2,3,True,3.0,False,,9,3,marketing,3.0,0
711,964,896,,sales representative,1,2,3,0,2,3,False,3.0,True,,1,3,medical,5.0,6
712,965,902,,healthcare representative,2,3,5,2,2,2,True,3.0,False,married,1,3,life sciences,12.0,4
713,966,916,,sales executive,2,3,4,0,2,3,False,3.0,False,single,5,4,medical,4.0,1
714,967,922,,sales representative,1,2,2,0,2,3,True,3.0,True,single,2,3,,2.0,1
715,968,925,,sales representative,1,2,3,1,2,3,True,3.0,False,single,2,4,life sciences,3.0,1
716,970,930,,research scientist,1,3,2,2,2,2,True,3.0,False,divorced,9,3,medical,6.0,5
717,972,939,research & development,research scientist,1,2,3,0,2,1,False,3.0,False,single,1,4,,,3
718,974,975,,sales executive,2,3,5,1,0,3,True,3.0,False,,48,3,,5.0,1
719,975,991,,research scientist,1,2,3,1,2,0,False,4.0,True,single,9,2,medical,4.0,0
720,976,995,,research scientist,1,3,3,0,2,4,False,3.0,False,single,13,1,life sciences,5.0,3
721,977,1001,,laboratory technician,1,3,2,2,2,2,False,3.0,False,married,24,4,,4.0,9
722,980,1010,research & development,laboratory technician,1,2,4,0,2,2,False,4.0,True,divorced,14,4,other,5.0,1
723,981,1017,,laboratory technician,1,3,3,1,2,3,,3.0,True,,5,3,,4.0,0
724,982,1022,research & development,healthcare representative,2,2,2,2,2,0,True,3.0,False,,6,3,,19.0,2
725,984,1027,research & development,manufacturing director,2,3,3,2,2,2,True,3.0,False,,2,4,,,0
726,985,1028,research & development,laboratory technician,1,3,3,1,2,4,False,4.0,False,,10,3,other,3.0,1
727,986,1037,,sales executive,2,1,2,2,2,6,True,3.0,True,single,29,2,medical,,8
728,987,1044,sales,sales representative,1,2,2,2,2,2,False,3.0,False,,8,1,life sciences,,0
729,988,1053,,research scientist,1,3,3,1,2,2,True,3.0,True,married,2,3,life sciences,6.0,6
730,990,1069,,research director,5,3,2,2,2,0,,3.0,False,,47,4,medical,23.0,9
731,991,1077,,sales representative,1,3,2,0,2,3,True,3.0,True,single,9,3,marketing,2.0,1
732,992,1084,,manufacturing director,2,3,6,0,2,1,False,3.0,False,married,20,3,other,7.0,0
733,993,1094,,laboratory technician,1,1,3,1,2,4,False,3.0,False,married,8,5,,3.0,1
734,994,1096,,manufacturing director,3,3,3,1,2,4,True,3.0,False,married,2,1,,23.0,3
735,995,1099,,healthcare representative,3,2,3,1,2,2,True,3.0,False,,5,3,life sciences,,4
736,996,1102,,laboratory technician,1,3,4,2,2,5,True,3.0,False,,15,2,life sciences,4.0,1
737,997,1103,,healthcare representative,2,3,6,0,4,1,True,3.0,False,,3,1,life sciences,,0
738,998,1108,,research scientist,1,2,2,2,2,0,False,4.0,True,single,25,3,medical,5.0,4
739,999,1114,,sales executive,2,3,3,0,2,3,False,3.0,False,married,7,3,life sciences,4.0,0
740,1000,1131,,research scientist,1,2,2,2,2,6,,3.0,False,single,1,1,,2.0,1
741,1001,1135,,sales representative,1,4,2,2,2,4,True,,False,married,20,3,,3.0,0
742,1003,1140,,manufacturing director,2,3,3,0,2,3,True,3.0,False,single,2,2,,,2
743,1004,1157,,sales executive,2,3,5,0,3,3,False,3.0,True,single,9,4,,6.0,0
744,1005,1160,research & development,laboratory technician,1,3,2,2,2,5,True,3.0,True,,15,3,medical,,1
745,1006,1161,,healthcare representative,2,2,6,1,3,2,,3.0,False,,25,2,,9.0,7
746,1007,1162,,research scientist,1,2,4,2,2,0,True,,False,married,6,3,,4.0,1
747,1008,1185,,laboratory technician,1,2,2,2,2,2,,3.0,False,married,4,4,other,2.0,1
748,1010,1195,research & development,research scientist,1,3,3,0,2,2,True,3.0,False,,7,3,medical,,4
749,1013,1217,,research director,5,3,4,0,3,2,True,3.0,False,,15,2,life sciences,25.0,5
750,1014,1234,,laboratory technician,1,2,2,2,2,2,True,4.0,False,married,13,3,other,2.0,1
751,1019,1286,,laboratory technician,1,3,4,0,2,2,False,3.0,False,single,1,4,medical,,0
752,1020,1291,,research scientist,1,3,3,2,2,3,False,,False,married,6,1,life sciences,4.0,0
753,1022,1301,,research scientist,1,3,3,1,2,2,False,3.0,False,single,1,3,technical degree,5.0,2
754,1023,1303,research & development,research scientist,1,3,2,2,1,3,False,3.0,False,single,1,3,medical,,1
755,1024,1308,,research scientist,1,3,2,2,2,3,True,3.0,False,,23,4,life sciences,,1
756,1026,1311,,laboratory technician,2,2,9,6,7,6,,3.0,False,married,6,3,technical degree,10.0,0
757,1027,1317,,research director,4,3,3,1,2,2,True,3.0,False,married,46,3,life sciences,,4
758,1028,1329,,sales executive,2,1,19,11,9,4,True,3.0,False,single,10,2,medical,19.0,1
759,1029,1331,,sales representative,1,3,3,2,2,2,False,3.0,True,,1,3,,,1
760,1030,1333,,laboratory technician,1,3,3,1,2,4,True,,True,,3,3,life sciences,10.0,4
761,1032,1358,research & development,laboratory technician,1,3,3,1,2,6,False,3.0,False,married,19,1,medical,,3
762,1033,1361,,laboratory technician,1,3,4,0,3,3,True,4.0,False,,1,4,life sciences,7.0,3
763,1035,1371,,sales executive,2,1,6,0,0,3,False,4.0,False,single,2,1,life sciences,,3
764,1036,1380,,sales executive,2,3,4,3,2,0,True,3.0,True,married,18,4,marketing,5.0,0
765,1038,1389,,manufacturing director,2,3,10,6,7,3,,3.0,True,married,22,4,,10.0,1
766,1040,1392,,research scientist,2,3,6,3,3,4,False,3.0,False,,22,3,,12.0,3
767,1041,1396,,sales executive,2,3,3,1,2,3,True,3.0,False,married,2,1,marketing,4.0,0
768,1043,1403,,sales executive,2,2,6,4,4,3,True,3.0,False,married,10,3,marketing,,1
769,1044,1405,,research scientist,1,3,8,7,7,2,True,,True,single,22,4,life sciences,8.0,1
770,1045,1411,,laboratory technician,1,3,3,0,2,6,,3.0,False,single,11,3,medical,8.0,4
771,1046,1412,,manufacturing director,3,3,2,2,2,2,True,3.0,False,,18,2,life sciences,10.0,2
772,1047,1415,,laboratory technician,1,3,3,0,2,2,,3.0,False,,1,3,,7.0,4
773,1048,1428,,sales executive,2,3,3,0,2,3,True,3.0,False,divorced,7,4,marketing,,7
774,1050,1436,,sales executive,2,2,3,0,2,3,False,3.0,False,,16,4,marketing,11.0,4
775,1051,1439,,sales representative,1,2,3,2,2,2,,3.0,True,,9,2,,6.0,3
776,1052,1441,,research scientist,1,3,3,1,0,3,,4.0,False,,1,2,life sciences,5.0,2
777,1053,1448,,research scientist,1,4,4,0,3,5,True,3.0,False,,5,5,medical,7.0,2
778,1055,1464,research & development,laboratory technician,1,3,2,2,2,2,True,3.0,True,,2,3,life sciences,7.0,6
779,1056,1466,sales,sales executive,2,3,2,2,2,3,False,3.0,False,divorced,7,3,marketing,,4
780,1057,1467,,human resources,1,3,2,2,2,0,False,3.0,True,married,9,4,,2.0,1
781,1058,1471,,laboratory technician,1,2,5,0,3,5,False,3.0,False,single,5,3,life sciences,7.0,3
782,1059,1473,research & development,healthcare representative,2,3,3,1,2,0,True,,False,married,5,4,,20.0,2
783,1060,1475,,research scientist,1,3,5,1,3,3,False,3.0,False,,20,3,life sciences,6.0,1
784,1061,1486,,sales representative,1,3,3,1,2,3,False,3.0,True,married,1,3,,5.0,3
785,1064,1507,,sales executive,2,3,4,1,3,5,,3.0,False,single,7,3,life sciences,5.0,0
786,1065,1509,,laboratory technician,2,2,3,1,2,3,,4.0,False,married,45,2,medical,10.0,4
787,1066,1513,,laboratory technician,1,3,3,0,2,3,False,3.0,False,,2,1,life sciences,,0
788,1067,1516,,manager,3,3,5,0,0,5,,,False,,10,3,,10.0,2
789,1068,1537,,research scientist,1,3,7,7,7,2,True,3.0,True,,3,3,life sciences,7.0,1
790,1069,1552,,healthcare representative,2,3,2,2,2,2,False,3.0,False,divorced,43,2,life sciences,8.0,3
791,1071,1560,,sales executive,2,3,2,2,2,6,False,3.0,False,,8,4,life sciences,,2
792,1072,1568,sales,sales executive,3,3,4,1,3,3,,3.0,False,married,14,4,,9.0,3
793,1073,1573,,manufacturing director,2,3,5,1,4,2,False,3.0,True,married,2,3,medical,,4
794,1074,1576,research & development,research scientist,1,3,8,7,6,3,,3.0,False,married,15,4,,,8
795,1075,1580,research & development,research scientist,2,3,2,2,1,3,True,3.0,False,,1,4,,,9
796,1076,1583,,sales executive,2,3,3,1,2,5,False,3.0,False,single,16,3,life sciences,8.0,2
797,1077,1587,,healthcare representative,2,3,5,0,4,4,,3.0,False,single,10,4,,,3
798,1078,1592,,research scientist,1,4,2,2,2,2,True,3.0,False,married,10,3,,4.0,2
799,1079,1594,,laboratory technician,2,4,3,0,2,3,False,3.0,False,,6,4,,9.0,3
800,1080,1597,,healthcare representative,2,2,8,7,7,3,False,3.0,False,,36,4,,8.0,1
801,1082,1607,,research scientist,1,4,3,0,2,3,True,3.0,False,married,5,4,,6.0,3
802,1085,1623,,research scientist,1,3,2,2,2,2,False,3.0,False,single,19,1,medical,,1
803,1088,1641,,manufacturing director,3,3,4,3,3,2,True,,False,,16,3,,18.0,6
804,1089,1644,,manager,4,2,2,2,2,3,True,4.0,False,,4,5,,,2
805,1090,1645,,sales executive,2,1,2,2,2,2,False,3.0,True,,10,2,medical,,6
806,1091,1647,research & development,research scientist,1,4,3,0,2,0,False,3.0,False,,8,3,medical,5.0,7
807,1092,1648,,research scientist,1,3,4,1,2,0,True,3.0,False,single,2,3,medical,,2
808,1095,1651,,healthcare representative,3,3,3,0,2,6,True,,False,married,5,4,life sciences,9.0,4
809,1096,1655,,research director,4,3,4,1,2,2,,3.0,False,married,22,4,other,27.0,3
810,1097,1657,,sales representative,1,3,2,2,2,3,,3.0,False,single,13,3,medical,2.0,1
811,1098,1662,research & development,manufacturing director,2,2,3,1,2,6,True,3.0,False,,1,4,,4.0,0
812,1099,1670,,sales executive,2,3,6,0,4,5,,3.0,False,,2,4,,6.0,1
813,1100,1674,,laboratory technician,1,3,2,2,2,2,True,3.0,False,divorced,16,3,medical,17.0,4
814,1103,1682,,healthcare representative,2,3,3,0,2,2,False,3.0,False,married,26,4,,10.0,6
815,1104,1683,human resources,human resources,1,3,2,2,2,2,False,3.0,False,,1,3,,8.0,4
816,1105,1694,,research scientist,1,2,4,1,2,1,,,False,divorced,12,3,technical degree,8.0,5
817,1106,1702,,sales representative,1,3,3,0,2,2,False,4.0,True,divorced,7,3,life sciences,3.0,1
818,1109,1721,,laboratory technician,1,3,5,0,3,2,False,3.0,False,married,2,4,life sciences,6.0,1
819,1110,1722,human resources,human resources,2,1,3,1,2,4,False,,False,married,4,3,human resources,,6
820,1112,1733,,sales executive,2,2,2,2,2,3,True,3.0,True,,13,5,marketing,16.0,5
821,1113,1735,,laboratory technician,1,3,3,1,2,3,False,3.0,False,single,4,1,,3.0,1
822,1114,1746,,human resources,1,3,2,2,1,2,False,3.0,False,married,35,3,medical,3.0,0
823,1117,1751,,research scientist,1,3,6,1,4,5,False,3.0,False,,48,3,,6.0,1
824,1119,1753,,healthcare representative,2,4,3,0,2,5,False,3.0,False,,1,3,,10.0,8
825,1123,1787,sales,sales executive,2,2,5,0,3,2,False,3.0,False,,9,2,marketing,,1
826,1124,1801,,sales executive,2,2,2,2,2,3,False,3.0,False,,26,2,life sciences,6.0,8
827,1125,1813,research & development,research scientist,1,3,3,1,2,2,True,3.0,False,,9,3,,,4
828,1126,1814,,healthcare representative,2,4,3,1,2,3,False,3.0,False,single,35,3,,,3
829,1127,1833,,sales executive,3,3,3,2,2,3,False,3.0,False,,7,4,,9.0,2
830,1128,1834,,research scientist,1,3,3,1,2,3,False,4.0,False,,1,3,medical,,1
831,1129,1835,sales,sales representative,2,1,4,0,3,4,True,4.0,False,,2,4,,20.0,2
832,1130,1837,research & development,research director,4,3,2,2,2,3,True,3.0,False,married,15,4,life sciences,23.0,2
833,1131,1844,,human resources,1,2,2,2,0,3,False,3.0,True,divorced,13,3,,,4
834,1132,1856,,laboratory technician,1,3,2,2,0,2,False,3.0,False,single,9,4,life sciences,,4
835,1133,1858,,human resources,1,3,3,2,2,2,,3.0,False,,1,2,life sciences,3.0,1
836,1136,1873,,research scientist,1,2,5,0,4,2,False,4.0,False,,2,4,,,8
837,1137,1883,,laboratory technician,1,3,3,1,2,2,True,3.0,False,single,7,3,life sciences,,3
838,1138,1886,,manufacturing director,2,2,3,0,2,2,False,3.0,False,married,16,2,other,4.0,0
839,1139,1905,,research scientist,1,1,5,3,0,2,,4.0,True,,16,4,technical degree,,1
840,1140,1907,,laboratory technician,1,3,4,1,0,3,True,3.0,True,single,24,2,,5.0,1
841,1141,1908,,sales executive,2,2,4,1,3,1,True,3.0,False,,17,2,marketing,,2
842,1145,1922,,healthcare representative,2,3,4,0,3,3,True,3.0,False,single,1,4,medical,12.0,4
843,1146,1929,,sales executive,2,1,3,1,2,1,False,,False,,21,4,,10.0,6
844,1148,1948,,research scientist,1,3,4,2,3,3,True,,False,divorced,3,2,,4.0,1
845,1150,1972,human resources,human resources,1,3,6,1,2,2,False,3.0,False,,1,4,other,,0
846,1151,1980,,manufacturing director,2,3,5,1,4,3,False,,False,single,10,3,,9.0,6
847,1152,1982,,laboratory technician,1,3,5,1,4,6,True,3.0,False,single,12,2,,,1
848,1153,1992,,laboratory technician,1,3,2,0,2,2,True,3.0,False,,2,1,other,,6
849,1154,1996,,sales representative,1,3,2,1,2,1,True,3.0,False,,2,2,life sciences,,0
850,1155,2003,,laboratory technician,1,3,2,2,2,3,,3.0,False,married,11,4,medical,,7
851,1156,2007,research & development,research scientist,1,3,3,1,2,2,True,,False,,1,2,,,0
852,1157,2010,,laboratory technician,1,2,6,4,1,3,False,3.0,False,single,29,4,,6.0,1
853,1161,2027,,research scientist,1,3,2,2,2,3,True,3.0,True,married,38,4,,4.0,9
854,1162,2038,,research scientist,1,3,4,1,2,4,,3.0,False,,2,3,technical degree,,1
855,1163,2048,,research scientist,1,2,2,2,2,2,True,3.0,False,,2,4,,8.0,2
856,1165,2055,sales,sales executive,3,2,3,2,0,3,True,3.0,True,,40,3,marketing,20.0,4
857,1166,2060,,sales representative,1,2,4,0,0,2,True,3.0,False,single,5,3,other,,0
858,1167,2061,,laboratory technician,2,4,5,0,3,3,False,3.0,False,,23,2,medical,17.0,4
859,1168,2064,,manufacturing director,2,4,6,0,3,0,False,4.0,False,,4,3,life sciences,6.0,1
860,1169,39,,laboratory technician,1,3,1,0,0,3,False,3.0,False,,2,3,medical,7.0,4
861,1170,51,,research scientist,1,2,1,0,0,3,True,3.0,False,married,5,4,life sciences,,9
862,1171,95,research & development,research scientist,1,3,1,1,0,4,,3.0,False,single,1,4,medical,1.0,1
863,1172,169,research & development,laboratory technician,1,3,2,2,1,2,True,3.0,False,,2,1,technical degree,3.0,0
864,1173,224,,research scientist,1,2,1,0,1,2,True,3.0,False,divorced,3,3,,1.0,1
865,1174,242,,research scientist,1,3,3,0,2,2,True,3.0,False,,2,3,life sciences,4.0,0
866,1175,286,,laboratory technician,1,3,8,1,7,2,True,3.0,False,single,18,1,,8.0,1
867,1176,340,,research scientist,1,2,3,0,2,2,True,,False,,18,2,medical,,2
868,1179,431,,healthcare representative,4,2,7,0,7,2,True,3.0,False,,45,2,technical degree,,7
869,1180,496,,healthcare representative,2,2,1,0,0,5,True,3.0,False,single,9,4,,,9
870,1181,511,,research scientist,1,3,2,1,2,1,False,3.0,False,married,11,3,medical,2.0,1
871,1182,612,,research director,4,4,6,0,5,2,False,3.0,False,,1,5,,10.0,4
872,1183,650,sales,sales executive,2,3,3,1,2,2,False,3.0,True,divorced,13,4,medical,,2
873,1184,684,,sales executive,2,3,1,0,0,4,True,3.0,True,,26,4,,5.0,2
874,1185,730,,research director,4,4,5,1,3,3,True,3.0,False,married,7,3,,32.0,3
875,1186,757,,healthcare representative,2,3,5,4,3,2,,3.0,False,,8,2,,10.0,3
876,1188,869,,human resources,1,2,5,0,4,6,True,3.0,False,divorced,8,2,medical,6.0,1
877,1189,875,research & development,research scientist,1,3,2,2,2,2,True,3.0,False,single,2,1,,8.0,5
878,1191,964,,research scientist,1,3,1,0,0,2,True,,False,,9,4,,3.0,8
879,1192,970,,sales executive,3,2,14,11,7,2,,3.0,True,married,1,4,life sciences,,5
880,1194,1006,research & development,research scientist,1,3,2,0,2,0,False,3.0,False,married,10,1,,3.0,0
881,1196,1055,,sales representative,1,3,1,0,0,2,False,3.0,False,married,10,4,life sciences,1.0,1
882,1197,1061,,research director,5,3,8,7,7,2,False,3.0,False,married,12,4,medical,29.0,2
883,1198,1107,,laboratory technician,1,3,1,0,0,0,False,,True,,21,3,,1.0,1
884,1201,1180,,research scientist,2,2,1,0,0,3,True,3.0,False,married,29,2,medical,16.0,3
885,1202,1193,,research scientist,1,3,1,0,0,4,False,,False,single,47,2,,1.0,1
886,1203,1226,,sales representative,1,4,2,2,2,2,True,3.0,False,single,21,3,marketing,2.0,1
887,1206,1254,,sales executive,2,2,6,0,5,2,False,3.0,False,single,3,3,,13.0,5
888,1207,1321,research & development,manager,3,3,9,0,8,2,False,4.0,False,,17,4,medical,,1
889,1208,1465,,manufacturing director,3,3,3,1,2,4,,,False,married,29,3,,,4
890,1210,1479,,sales executive,2,3,2,2,2,2,False,,False,,42,1,life sciences,4.0,8
891,1211,1551,research & development,laboratory technician,1,2,1,0,0,3,False,,False,,24,2,technical degree,,0
